subj	trial	item	utterance	ERR	stim	session	task	RT	difficulty
005	23	Hase.bmp	Nase	0	vertex	2	pho	1096,66666666666	
006	23	Hase.bmp	Nase	0	vertex	1	pho	963,333333333333	
007	23	Hase.bmp	NA	1	pIFG	2	pho	2250	
008	23	Hase.bmp	Nase	0	aIFG	3	pho	1096,66666666666	
009	23	Hase.bmp	Nase	0	aIFG	1	pho	1150	
010	23	Hase.bmp	Nase	0	vertex	2	pho	1323,33333333333	
011	23	Hase.bmp	NA	1	pIFG	3	pho	2250	
012	23	Hase.bmp	Nase	0	aIFG	1	pho	937,021655689604	
013	23	Hase.bmp	Nase	0	pIFG	2	pho	1816,66666666666	
014	23	Hase.bmp	Nase	0	aIFG	3	pho	1323,33333333333	
015	23	Hase.bmp	Nase	0	aIFG	1	pho	1763,53680048931	
016	23	Hase.bmp	Phrase	0	vertex	1	pho	4039,99565645194	
017	23	Hase.bmp	Nase	0	pIFG	3	pho	1136,66666666666	
018	23	Hase.bmp	Nase	0	vertex	2	pho	1203,33333333333	
019	23	Hase.bmp	Nase	0	pIFG	2	pho	1523,33333333333	
020	23	Hase.bmp	Nase	0	aIFG	3	pho	1256,66666666666	
021	23	Hase.bmp	Nase	0	vertex	1	pho	1083,33333333333	
022	23	Hase.bmp	Vase	0	aIFG	1	pho	1598,23377152937	
023	23	Hase.bmp	Vase	0	vertex	2	pho	2250	
024	23	Hase.bmp	Gase	0	pIFG	3	pho	2863,98267899407	
103	23	Hase.bmp	NA	1	pIFG	2	pho	2250	
001	16	Haus.bmp	Laus	0	pIFG	3	pho	1692,69264522076	
002	16	Haus.bmp	Maus	0	vertex	2	pho	976,666666666666	
003	16	Haus.bmp	Maus	0	aIFG	1	pho	1430	
004	16	Haus.bmp	Maus	0	aIFG	2	pho	1043,33333333333	
005	16	Haus.bmp	Maus	2	pIFG	1	pho	1130,66234675696	
006	16	Haus.bmp	Maus	0	pIFG	3	pho	1253,45888255577	
007	16	Haus.bmp	Maus	0	aIFG	1	pho	1003,33333333333	
008	16	Haus.bmp	Maus	0	vertex	2	pho	1456,66666666666	
009	16	Haus.bmp	Maus	0	vertex	3	pho	941,744599374174	
010	16	Haus.bmp	Maus	0	pIFG	1	pho	1283,33333333333	
011	16	Haus.bmp	Maus	0	aIFG	2	pho	1443,33333333333	
012	16	Haus.bmp	Maus	0	vertex	3	pho	1210,95238939465	
013	16	Haus.bmp	Maus	0	aIFG	1	pho	1683,33333333333	
014	16	Haus.bmp	Maus	0	vertex	2	pho	1123,33333333333	
015	16	Haus.bmp	Maus	0	vertex	3	pho	1843,33333333333	
016	16	Haus.bmp	Maus	0	aIFG	2	pho	965,359317797023	
017	16	Haus.bmp	Laus	0	aIFG	2	pho	1509,99999999999	
018	16	Haus.bmp	Maus	0	pIFG	1	pho	1069,99999999999	
019	16	Haus.bmp	Klaus	1	aIFG	1	pho	1475,43723573055	
020	16	Haus.bmp	Maus	0	vertex	2	pho	1243,33333333333	
021	16	Haus.bmp	Laus	0	pIFG	3	pho	1593,5108278448	
022	16	Haus.bmp	Maus	0	vertex	3	pho	1323,33333333333	
023	16	Haus.bmp	Maus	0	pIFG	1	pho	941,744599374174	
024	16	Haus.bmp	Maus	0	aIFG	2	pho	1225,12122044836	
103	16	Haus.bmp	Maus	0	aIFG	1	pho	1256,66666666666	
001	8	Hecke.bmp	Decke	0	vertex	1	pho	1815,48918101958	
002	37	Hecke.bmp	Zecke	0	aIFG	3	pho	1376,25541835459	
003	37	Hecke.bmp	Decke	0	pIFG	2	pho	1612,40260258308	
004	37	Hecke.bmp	Zecke	0	pIFG	3	pho	1206,22944571008	
005	37	Hecke.bmp	Schnecke	0	vertex	2	pho	1834,38095575786	
006	37	Hecke.bmp	Schnecke	0	vertex	1	pho	1168,44589623352	
007	37	Hecke.bmp	Schnecke	0	pIFG	2	pho	1173,16883991809	
008	37	Hecke.bmp	Decke	0	aIFG	3	pho	1243,33333333333	
009	37	Hecke.bmp	Zecke	0	aIFG	1	pho	1503,77489783797	
010	37	Hecke.bmp	Strecke	0	vertex	2	pho	2693,95670634955	
011	37	Hecke.bmp	Schnecke	0	pIFG	3	pho	1168,44589623352	
012	37	Hecke.bmp	Zecke	0	aIFG	1	pho	1069,99999999999	
013	37	Hecke.bmp	Zecke	0	pIFG	2	pho	1395,14719309287	
014	37	Hecke.bmp	Decke	0	aIFG	3	pho	1461,26840467684	
015	37	Hecke.bmp	Schnecke	0	aIFG	1	pho	1862,71861786527	
016	37	Hecke.bmp	Strecke	0	vertex	1	pho	1999,6839847178	
017	37	Hecke.bmp	Decke	0	pIFG	3	pho	1442,37662993857	
018	37	Hecke.bmp	Decke	0	vertex	2	pho	3350	
019	37	Hecke.bmp	Zecke	0	pIFG	2	pho	1494,32901046883	
020	37	Hecke.bmp	Schnecke	0	aIFG	3	pho	1683,24675785162	
021	37	Hecke.bmp	Schnecke	0	vertex	1	pho	1664,35498311334	
022	37	Hecke.bmp	Ecke	0	aIFG	1	pho	1645,46320837507	
023	37	Hecke.bmp	Ecke	0	vertex	2	pho	1522,66667257625	
024	37	Hecke.bmp	Schnecke	0	pIFG	3	pho	1423,48485520029	
103	37	Hecke.bmp	Schnecke	0	pIFG	2	pho	2146,09523893946	
001	31	Herd.bmp	Pferd	0	vertex	1	pho	2212,21645052344	
002	30	Herd.bmp	Pferd	0	aIFG	3	pho	1258,18182624034	
003	30	Herd.bmp	NA	1	pIFG	2	pho	2250	
004	30	Herd.bmp	NA	1	pIFG	3	pho	2250	
005	30	Herd.bmp	Pferd	0	vertex	2	pho	1834,38095575786	
006	30	Herd.bmp	NA	1	vertex	1	pho	2250	
007	30	Herd.bmp	Pferd	0	pIFG	2	pho	2533,37662107418	
008	30	Herd.bmp	Pferd	0	aIFG	3	pho	1286,51948834776	
009	30	Herd.bmp	Gerd	1	aIFG	1	pho	2108,3116894629	
010	30	Herd.bmp	Pferd	0	vertex	2	pho	1484,88312309969	
011	30	Herd.bmp	Pferd	0	pIFG	3	pho	1055,09524780384	
012	30	Herd.bmp	NA	1	aIFG	1	pho	483,333333333333	
013	30	Herd.bmp	Pferd	0	pIFG	2	pho	2514,4848463359	
014	30	Herd.bmp	Pferd	0	aIFG	3	pho	1262,90476992491	
015	30	Herd.bmp	Pferd	0	aIFG	1	pho	2405,8571415908	
016	30	Herd.bmp	Pferd	0	vertex	1	pho	2594,77488897359	
017	30	Herd.bmp	Pferd	0	pIFG	3	pho	1324,30303782432	
018	30	Herd.bmp	Pferd	0	vertex	2	pho	1839,10389944243	
019	30	Herd.bmp	kehrt	1	pIFG	2	pho	2637,28138213472	
020	30	Herd.bmp	Pferd	0	aIFG	3	pho	3284,32466692077	
021	30	Herd.bmp	Pferd	0	vertex	1	pho	2306,67532421483	
022	30	Herd.bmp	Pferd	0	aIFG	1	pho	1933,56277313382	
023	30	Herd.bmp	NA	1	vertex	2	pho	2250	
024	30	Herd.bmp	NA	1	pIFG	3	pho	2561,7142831816	
103	30	Herd.bmp	NA	1	pIFG	2	pho	2250	
001	29	Hort.bmp	NA	1	aIFG	2	pho	2259,44588736913	
002	31	Hort.bmp	Mord	0	pIFG	1	pho	1630	
003	29	Hort.bmp	NA	1	vertex	3	pho	2250	
004	29	Hort.bmp	NA	1	vertex	1	pho	2250	
005	29	Hort.bmp	fort	0	aIFG	3	pho	2386,96536685252	
006	29	Hort.bmp	Sport	0	aIFG	2	pho	1617,12554626765	
007	29	Hort.bmp	Ort	0	vertex	3	pho	2368,07359211424	
008	29	Hort.bmp	Ort	0	pIFG	1	pho	1706,86147627447	
009	29	Hort.bmp	Ort	0	pIFG	2	pho	1480,16017941512	
010	29	Hort.bmp	Ort	0	aIFG	3	pho	1522,66667257625	
011	29	Hort.bmp	Ort	0	vertex	1	pho	2883,33333333333	
012	29	Hort.bmp	Ort	0	pIFG	2	pho	2496,66666666666	
013	29	Hort.bmp	fort	0	vertex	3	pho	4304,48050278784	
014	29	Hort.bmp	Mord	0	pIFG	1	pho	2467,2554094902	
015	29	Hort.bmp	fort	0	pIFG	2	pho	2396,41125422166	
016	29	Hort.bmp	fort	0	pIFG	3	pho	2684,51081898041	
017	29	Hort.bmp	dort	0	vertex	1	pho	2416,66666666666	
018	29	Hort.bmp	Mord	0	aIFG	3	pho	2416,66666666666	
019	29	Hort.bmp	Wort	0	vertex	3	pho	1574,61905310652	
020	29	Hort.bmp	Ort	0	pIFG	1	pho	2470	
021	29	Hort.bmp	NA	1	aIFG	2	pho	2250	
022	29	Hort.bmp	Ort	0	pIFG	2	pho	1470,71429204598	
023	29	Hort.bmp	Ort	0	aIFG	3	pho	1853,27273049613	
024	29	Hort.bmp	Ort	0	vertex	1	pho	1269,99999999999	
103	29	Hort.bmp	Sport	0	vertex	3	pho	1291,24243203233	
001	53	Hose.bmp	lose	0	aIFG	2	pho	2420,02597264451	
002	15	Hose.bmp	Rose	0	pIFG	1	pho	2350	
003	53	Hose.bmp	Lose	0	vertex	3	pho	2296,66666666666	
004	53	Hose.bmp	NA	3	vertex	1	pho	469,999999999999	
005	53	Hose.bmp	Lose	0	aIFG	3	pho	1430	
006	53	Hose.bmp	Lose	0	aIFG	2	pho	2556,99133949703	
007	53	Hose.bmp	Rose	0	vertex	3	pho	1116,49351570325	
008	53	Hose.bmp	Dose	0	pIFG	1	pho	1323,33333333333	
009	53	Hose.bmp	Lose	0	pIFG	2	pho	2110	
010	53	Hose.bmp	Rose	0	aIFG	3	pho	2405,8571415908	
011	53	Hose.bmp	Dose	0	vertex	1	pho	1102,32468464954	
012	53	Hose.bmp	Lose	0	pIFG	2	pho	1763,53680048931	
013	53	Hose.bmp	Lose	0	vertex	3	pho	4006,93505065995	
014	53	Hose.bmp	Lose	0	pIFG	1	pho	2203,33333333333	
015	53	Hose.bmp	Mimose	0	pIFG	2	pho	2778,96969267181	
016	53	Hose.bmp	Rose	0	pIFG	3	pho	1125,93940307239	
017	53	Hose.bmp	Lose	0	vertex	1	pho	2283,33333333333	
018	53	Hose.bmp	Rose	0	aIFG	3	pho	2783,69263635638	
019	53	Hose.bmp	Rose	0	vertex	3	pho	1692,69264522076	
020	53	Hose.bmp	Dose	0	pIFG	1	pho	1496,66666666666	
021	53	Hose.bmp	Rose	0	aIFG	2	pho	1593,5108278448	
022	53	Hose.bmp	Rose	0	pIFG	2	pho	1806,04329365044	
023	53	Hose.bmp	Rose	0	aIFG	3	pho	1947,73160418753	
024	53	Hose.bmp	Chose	0	vertex	1	pho	1390,4242494083	
103	53	Hose.bmp	Sosse	0	vertex	3	pho	2741,18614319525	
001	32	Hut.bmp	Mut	0	vertex	1	pho	1296,66666666666	
002	20	Hut.bmp	Gut	0	aIFG	3	pho	1881,61039260355	
003	20	Hut.bmp	Mut	0	pIFG	2	pho	1196,78355834094	
004	20	Hut.bmp	NA	1	pIFG	3	pho	2250	
005	20	Hut.bmp	Mut	0	vertex	2	pho	1216,66666666666	
006	20	Hut.bmp	Mut	0	vertex	1	pho	1177,89178360266	
007	20	Hut.bmp	gut	0	pIFG	2	pho	1654,9090957442	
008	20	Hut.bmp	Wut	0	aIFG	3	pho	1045,6493604347	
009	20	Hut.bmp	Mut	0	aIFG	1	pho	1256,66666666666	
010	20	Hut.bmp	Glut	0	vertex	2	pho	2410,58008527537	
011	20	Hut.bmp	Mut	0	pIFG	3	pho	1269,99999999999	
012	20	Hut.bmp	Mut	0	aIFG	1	pho	951,190486743314	
013	20	Hut.bmp	Gut	0	pIFG	2	pho	1749,3679694356	
014	20	Hut.bmp	Wut	0	aIFG	3	pho	1418,76191151572	
015	20	Hut.bmp	Mut	0	aIFG	1	pho	1549,99999999999	
016	20	Hut.bmp	Glut	0	vertex	1	pho	2925,38094689347	
017	20	Hut.bmp	Mut	0	pIFG	3	pho	1603,33333333333	
018	20	Hut.bmp	Mut	0	vertex	2	pho	1043,33333333333	
019	20	Hut.bmp	Mut	0	pIFG	2	pho	1253,45888255577	
020	20	Hut.bmp	Mut	0	aIFG	3	pho	1371,53247467002	
021	20	Hut.bmp	Mut	0	vertex	1	pho	989,999999999999	
022	20	Hut.bmp	Mut	0	aIFG	1	pho	1626,57143363679	
023	20	Hut.bmp	Wut	0	vertex	2	pho	1598,23377152937	
024	20	Hut.bmp	Wut	0	pIFG	3	pho	2240,55411263086	
103	20	Hut.bmp	Mut	0	pIFG	2	pho	1256,66666666666	
001	15	Insel.bmp	NA	1	vertex	1	pho	2500,31601528219	
002	15	Insel.bmp	Pinsel	0	aIFG	3	pho	1314,85715045518	
003	15	Insel.bmp	Pinsel	0	pIFG	2	pho	1305,41126308604	
004	15	Insel.bmp	Pinsel	0	pIFG	3	pho	1125,93940307239	
005	15	Insel.bmp	Pinsel	0	vertex	2	pho	1338,47186887803	
006	15	Insel.bmp	Pinsel	0	vertex	1	pho	2816,75324214837	
007	15	Insel.bmp	Pinsel	0	pIFG	2	pho	1300,68831940147	
008	15	Insel.bmp	Pinsel	0	aIFG	3	pho	2353,90476106053	
009	15	Insel.bmp	Rinnsel	1	aIFG	1	pho	2576,66666666666	
010	15	Insel.bmp	Pinsel	0	vertex	2	pho	2292,50649316112	
011	15	Insel.bmp	Pinsel	0	pIFG	3	pho	2037,46753419436	
012	15	Insel.bmp	NA	1	aIFG	1	pho	1735,19913838189	
013	15	Insel.bmp	Pinsel	0	pIFG	2	pho	2103,58874577833	
014	15	Insel.bmp	Pinsel	0	aIFG	3	pho	1697,41558890533	
015	15	Insel.bmp	Pinsel	0	aIFG	1	pho	1952,4545478721	
016	15	Insel.bmp	Pinsel	0	vertex	1	pho	2533,37662107418	
017	15	Insel.bmp	Pinsel	0	pIFG	3	pho	1220,39827676379	
018	15	Insel.bmp	NA	1	vertex	2	pho	2250	
019	15	Insel.bmp	NA	1	pIFG	2	pho	2250	
020	15	Insel.bmp	Pinsel	0	aIFG	3	pho	2183,87878841602	
021	15	Insel.bmp	Pinsel	0	vertex	1	pho	1140,1082341261	
022	15	Insel.bmp	Pinsel	0	aIFG	1	pho	1414,03896783115	
023	15	Insel.bmp	Pinsel	0	vertex	2	pho	2301,95238053026	
024	15	Insel.bmp	NA	1	pIFG	3	pho	2250	
103	15	Insel.bmp	Pinsel	0	pIFG	2	pho	2028,02164682522	
001	35	Junge.bmp	Zunge	0	pIFG	3	pho	2835,64501688665	
002	35	Junge.bmp	NA	1	vertex	2	pho	2250	
003	35	Junge.bmp	NA	1	aIFG	1	pho	2250	
004	35	Junge.bmp	NA	1	aIFG	2	pho	2250	
005	35	Junge.bmp	Lunge	0	pIFG	1	pho	1523,33333333333	
006	35	Junge.bmp	Lunge	0	pIFG	3	pho	1943,00866050296	
007	35	Junge.bmp	NA	1	aIFG	1	pho	2250	
008	35	Junge.bmp	Lunge	0	vertex	2	pho	3123,33333333333	
009	35	Junge.bmp	Lunge	0	vertex	3	pho	2344,45887369139	
010	35	Junge.bmp	NA	1	pIFG	1	pho	2250	
011	35	Junge.bmp	Zunge	0	aIFG	2	pho	1404,59308046201	
012	35	Junge.bmp	Zunge	0	vertex	3	pho	1593,5108278448	
013	35	Junge.bmp	NA	1	aIFG	1	pho	2250	
014	35	Junge.bmp	Lunge	0	vertex	2	pho	1136,66666666666	
015	35	Junge.bmp	Zunge	0	vertex	3	pho	2368,07359211424	
016	35	Junge.bmp	NA	1	aIFG	2	pho	2250	
017	35	Junge.bmp	NA	1	aIFG	2	pho	2250	
018	35	Junge.bmp	NA	1	pIFG	1	pho	2250	
019	35	Junge.bmp	Hunge	1	aIFG	1	pho	2944,27272163175	
020	35	Junge.bmp	NA	1	vertex	2	pho	2250	
021	35	Junge.bmp	Lunge	0	pIFG	3	pho	2430	
022	35	Junge.bmp	NA	1	vertex	3	pho	2250	
023	35	Junge.bmp	NA	1	pIFG	1	pho	2250	
024	35	Junge.bmp	Zunge	0	aIFG	2	pho	2004,40692840237	
103	35	Junge.bmp	NA	1	aIFG	1	pho	2250	
001	7	Kabel.bmp	Nabel	0	pIFG	3	pho	1994,96104103323	
002	7	Kabel.bmp	Schnabel	0	vertex	2	pho	1484,88312309969	
003	7	Kabel.bmp	NA	1	aIFG	1	pho	2250	
004	7	Kabel.bmp	Gabel	0	aIFG	2	pho	1853,27273049613	
005	7	Kabel.bmp	NA	1	pIFG	1	pho	2193,32467578516	
006	7	Kabel.bmp	Nabel	0	pIFG	3	pho	1189,99999999999	
007	7	Kabel.bmp	Nabel	0	aIFG	1	pho	2264,1688310537	
008	7	Kabel.bmp	Nabel	0	vertex	2	pho	1130,66234675696	
009	7	Kabel.bmp	NA	1	vertex	3	pho	2250	
010	7	Kabel.bmp	Gabel	0	pIFG	1	pho	1626,57143363679	
011	7	Kabel.bmp	Gabel	0	aIFG	2	pho	2496,66666666666	
012	7	Kabel.bmp	Nagel	1	vertex	3	pho	3296,66666666666	
013	7	Kabel.bmp	Nabel	0	aIFG	1	pho	2456,66666666666	
014	7	Kabel.bmp	Nabel	0	vertex	2	pho	1281,79654466319	
015	7	Kabel.bmp	Nabel	0	vertex	3	pho	2430	
016	7	Kabel.bmp	Fabel	0	aIFG	2	pho	2618,38960739644	
017	7	Kabel.bmp	Schnabel	0	aIFG	2	pho	1796,5974062813	
018	7	Kabel.bmp	Nabel	0	pIFG	1	pho	1069,99999999999	
019	7	Kabel.bmp	NA	1	aIFG	1	pho	2250	
020	7	Kabel.bmp	Gabel	0	vertex	2	pho	2696,66666666666	
021	7	Kabel.bmp	Nabel	0	pIFG	3	pho	1576,66666666666	
022	7	Kabel.bmp	Gabel	0	vertex	3	pho	1480,16017941512	
023	7	Kabel.bmp	Nabel	0	pIFG	1	pho	1352,64069993174	
024	7	Kabel.bmp	NA	1	aIFG	2	pho	2245,27705631543	
103	7	Kabel.bmp	NA	1	aIFG	1	pho	2250	
001	50	Kamm.bmp	Damm	0	pIFG	3	pho	1910	
002	50	Kamm.bmp	Lamm	0	vertex	2	pho	1456,66666666666	
003	50	Kamm.bmp	NA	1	aIFG	1	pho	2268,89177473827	
004	50	Kamm.bmp	Lamm	0	aIFG	2	pho	1123,33333333333	
005	50	Kamm.bmp	Lamm	0	pIFG	1	pho	1244,01299518664	
006	50	Kamm.bmp	Damm	0	pIFG	3	pho	1569,89610942195	
007	50	Kamm.bmp	Lamm	0	aIFG	1	pho	1215,67533307922	
008	50	Kamm.bmp	Damm	0	vertex	2	pho	1549,99999999999	
009	50	Kamm.bmp	Schlamm	0	vertex	3	pho	1310,13420677061	
010	50	Kamm.bmp	Lamm	0	pIFG	1	pho	1432,93074256943	
011	50	Kamm.bmp	Damm	0	aIFG	2	pho	4153,34630488161	
012	50	Kamm.bmp	NA	1	vertex	3	pho	2254,72294368457	
013	50	Kamm.bmp	NA	1	aIFG	1	pho	2250	
014	50	Kamm.bmp	Schwamm	0	vertex	2	pho	1272,35065729405	
015	50	Kamm.bmp	Lamm	0	vertex	3	pho	1475,43723573055	
016	50	Kamm.bmp	Lamm	0	aIFG	2	pho	1470,71429204598	
017	50	Kamm.bmp	Damm	0	aIFG	2	pho	1659,63203942877	
018	50	Kamm.bmp	Damm	0	pIFG	1	pho	1244,01299518664	
019	50	Kamm.bmp	klamm	0	aIFG	1	pho	1461,26840467684	
020	50	Kamm.bmp	Lamm	0	vertex	2	pho	1643,33333333333	
021	50	Kamm.bmp	Damm	0	pIFG	3	pho	2415,30302895994	
022	50	Kamm.bmp	Stamm	0	vertex	3	pho	1097,60174096497	
023	50	Kamm.bmp	Lamm	0	pIFG	1	pho	1555,72727836824	
024	50	Kamm.bmp	NA	1	aIFG	2	pho	2250	
103	50	Kamm.bmp	Stamm	0	aIFG	1	pho	1310,13420677061	
001	7	Kammer.bmp	NA	1	aIFG	2	pho	2250	
002	16	Kammer.bmp	Hammer	0	pIFG	1	pho	1059,81819148841	
003	7	Kammer.bmp	Hammer	0	vertex	3	pho	2254,72294368457	
004	7	Kammer.bmp	Hammer	0	vertex	1	pho	1711,58441995904	
005	7	Kammer.bmp	Hammer	0	aIFG	3	pho	2424,74891632908	
006	7	Kammer.bmp	Hammer	0	aIFG	2	pho	1140,1082341261	
007	7	Kammer.bmp	Jammer	0	vertex	3	pho	1971,34632261038	
008	7	Kammer.bmp	Jammer	0	pIFG	1	pho	1196,78355834094	
009	7	Kammer.bmp	Jammer	0	pIFG	2	pho	1310,13420677061	
010	7	Kammer.bmp	NA	1	aIFG	3	pho	2250	
011	7	Kammer.bmp	Jammer	0	vertex	1	pho	1536,66666666666	
012	7	Kammer.bmp	Hammer	0	pIFG	2	pho	1357,36364361631	
013	7	Kammer.bmp	NA	1	vertex	3	pho	2250	
014	7	Kammer.bmp	Hammer	0	pIFG	1	pho	1654,9090957442	
015	7	Kammer.bmp	Hammer	0	pIFG	2	pho	2547,54545212789	
016	7	Kammer.bmp	Hammer	0	pIFG	3	pho	1239,29005150207	
017	7	Kammer.bmp	Jammer	0	vertex	1	pho	1886,33333628812	
018	7	Kammer.bmp	Hammer	0	aIFG	3	pho	1173,16883991809	
019	7	Kammer.bmp	Hammer	0	vertex	3	pho	1150	
020	7	Kammer.bmp	NA	1	pIFG	1	pho	1399,87013677744	
021	7	Kammer.bmp	Klammer	0	aIFG	2	pho	1919,39394208011	
022	7	Kammer.bmp	Klammer	0	pIFG	2	pho	1385,70130572373	
023	7	Kammer.bmp	Hammer	0	aIFG	3	pho	1026,75758569643	
024	7	Kammer.bmp	Hammer	0	vertex	1	pho	1012,58875464272	
103	7	Kammer.bmp	Klammer	0	vertex	3	pho	2009,12987208694	
001	2	Kampf.bmp	Mampf	1	aIFG	2	pho	1541,55844731453	
002	32	Kampf.bmp	Stampf	1	pIFG	1	pho	1654,9090957442	
003	2	Kampf.bmp	NA	1	vertex	3	pho	1768,25974417388	
004	2	Kampf.bmp	Dampf	0	vertex	1	pho	1314,85715045518	
005	2	Kampf.bmp	Krampf	0	aIFG	3	pho	1135,38529044153	
006	2	Kampf.bmp	Dampf	0	aIFG	2	pho	1616,66666666666	
007	2	Kampf.bmp	Krampf	0	vertex	3	pho	1069,26407885755	
008	2	Kampf.bmp	Krampf	0	pIFG	1	pho	1952,4545478721	
009	2	Kampf.bmp	Krampf	0	pIFG	2	pho	1607,67965889851	
010	2	Kampf.bmp	Dampf	0	aIFG	3	pho	1404,59308046201	
011	2	Kampf.bmp	Dampf	0	vertex	1	pho	2323,33333333333	
012	2	Kampf.bmp	Mampf	1	pIFG	2	pho	1136,66666666666	
013	2	Kampf.bmp	Tanz	1	vertex	3	pho	2854,53679162493	
014	2	Kampf.bmp	Krampf	0	pIFG	1	pho	1536,83550362996	
015	2	Kampf.bmp	NA	1	pIFG	2	pho	2250	
016	2	Kampf.bmp	Krampf	0	pIFG	3	pho	1395,14719309287	
017	2	Kampf.bmp	Krampf	0	vertex	1	pho	1461,26840467684	
018	2	Kampf.bmp	Dampf	0	aIFG	3	pho	1109,99999999999	
019	2	Kampf.bmp	Dampf	0	vertex	3	pho	1229,99999999999	
020	2	Kampf.bmp	NA	1	pIFG	1	pho	2250	
021	2	Kampf.bmp	Krampf	0	aIFG	2	pho	1499,0519541534	
022	2	Kampf.bmp	Krampf	0	pIFG	2	pho	1687,96970153619	
023	2	Kampf.bmp	Mampf	1	aIFG	3	pho	2113,03463314747	
024	2	Kampf.bmp	NA	1	vertex	1	pho	2250	
103	2	Kampf.bmp	Dampf	0	vertex	3	pho	1244,01299518664	
001	3	Kanne.bmp	Wanne	0	vertex	1	pho	1305,41126308604	
002	18	Kanne.bmp	Tanne	0	aIFG	3	pho	1116,49351570325	
003	18	Kanne.bmp	dieTanne	5	pIFG	2	pho	1442,37662993857	
004	18	Kanne.bmp	Wanne	0	pIFG	3	pho	1229,99999999999	
005	18	Kanne.bmp	Wanne	0	vertex	2	pho	1022,03464201186	
006	18	Kanne.bmp	Wanne	0	vertex	1	pho	4205,29868541188	
007	18	Kanne.bmp	Wanne	0	pIFG	2	pho	1078,70996622669	
008	18	Kanne.bmp	Tanne	0	aIFG	3	pho	979,528148850732	
009	18	Kanne.bmp	Wanne	0	aIFG	1	pho	1069,99999999999	
010	18	Kanne.bmp	Tanne	0	vertex	2	pho	3378,78354061217	
011	18	Kanne.bmp	Wanne	0	pIFG	3	pho	1305,41126308604	
012	18	Kanne.bmp	NA	1	aIFG	1	pho	576,666666666666	
013	18	Kanne.bmp	Wanne	0	pIFG	2	pho	2698,67965003412	
014	18	Kanne.bmp	Wanne	0	aIFG	3	pho	1385,70130572373	
015	18	Kanne.bmp	Badewanne	0	aIFG	1	pho	1772,98268785845	
016	18	Kanne.bmp	Pfanne	0	vertex	1	pho	1900,50216734183	
017	18	Kanne.bmp	Wanne	0	pIFG	3	pho	1824,93506838872	
018	18	Kanne.bmp	Tanne	0	vertex	2	pho	1102,32468464954	
019	18	Kanne.bmp	Wanne	0	pIFG	2	pho	1416,66666666666	
020	18	Kanne.bmp	Tanne	0	aIFG	3	pho	1763,33333333333	
021	18	Kanne.bmp	Wanne	0	vertex	1	pho	1168,44589623352	
022	18	Kanne.bmp	Wanne	0	aIFG	1	pho	1475,43723573055	
023	18	Kanne.bmp	Wanne	0	vertex	2	pho	2462,53246580563	
024	18	Kanne.bmp	NA	1	pIFG	3	pho	2250	
103	18	Kanne.bmp	Wanne	0	pIFG	2	pho	1919,39394208011	
001	5	Kasse.bmp	Tasse	0	vertex	1	pho	1670	
002	52	Kasse.bmp	Tasse	0	aIFG	3	pho	1432,93074256943	
003	52	Kasse.bmp	Tasse	0	pIFG	2	pho	1447,09957362313	
004	52	Kasse.bmp	Tasse	0	pIFG	3	pho	1107,04762833411	
005	52	Kasse.bmp	Tasse	0	vertex	2	pho	1362,08658730088	
006	52	Kasse.bmp	Tasse	0	vertex	1	pho	1418,76191151572	
007	52	Kasse.bmp	Rasse	0	pIFG	2	pho	1192,06061465637	
008	52	Kasse.bmp	Tasse	0	aIFG	3	pho	903,961049897616	
009	52	Kasse.bmp	Tasse	0	aIFG	1	pho	1050,37230411927	
010	52	Kasse.bmp	Tasse	0	vertex	2	pho	1508,49784152254	
011	52	Kasse.bmp	Klasse	0	pIFG	3	pho	1654,9090957442	
012	52	Kasse.bmp	Tasse	0	aIFG	1	pho	2505,03895896676	
013	52	Kasse.bmp	Tasse	0	pIFG	2	pho	3104,85280690712	
014	52	Kasse.bmp	NA	1	aIFG	3	pho	2250	
015	52	Kasse.bmp	Masse	0	aIFG	1	pho	2923,33333333333	
016	52	Kasse.bmp	NA	1	vertex	1	pho	2250	
017	52	Kasse.bmp	Rasse	0	pIFG	3	pho	1883,33333333333	
018	52	Kasse.bmp	Masse	0	vertex	2	pho	1336,66666666666	
019	52	Kasse.bmp	Klasse	0	pIFG	2	pho	1626,57143363679	
020	52	Kasse.bmp	Tasse	0	aIFG	3	pho	2429,47186001365	
021	52	Kasse.bmp	Tasse	0	vertex	1	pho	1607,67965889851	
022	52	Kasse.bmp	Tasse	0	aIFG	1	pho	1820,21212470415	
023	52	Kasse.bmp	Tasse	0	vertex	2	pho	1244,01299518664	
024	52	Kasse.bmp	Tasse	0	pIFG	3	pho	1371,53247467002	
103	52	Kasse.bmp	Tasse	0	pIFG	2	pho	1484,88312309969	
001	33	Kater.bmp	Vater	0	pIFG	3	pho	2070,52813998634	
002	33	Kater.bmp	Vater	0	vertex	2	pho	1711,58441995904	
003	33	Kater.bmp	NA	1	aIFG	1	pho	2250	
004	33	Kater.bmp	Vater	0	aIFG	2	pho	1867,44156154984	
005	33	Kater.bmp	Vater	0	pIFG	1	pho	2708,12553740326	
006	33	Kater.bmp	Krater	0	pIFG	3	pho	3624,3766122098	
007	33	Kater.bmp	Prater	1	aIFG	1	pho	2854,53679162493	
008	33	Kater.bmp	Krater	0	vertex	2	pho	1896,66666666666	
