subj	trial	item	utterance	ERR	stim	session	task	RT	difficulty
008	15	Onkel.bmp	Tante	0	aIFG	3	sem	1055,09524780384	1
009	15	Onkel.bmp	Tante	0	aIFG	1	sem	1102,32468464954	1
010	15	Onkel.bmp	Tante	0	vertex	2	sem	1267,62771360948	1
011	15	Onkel.bmp	Tante	0	pIFG	3	sem	1210,95238939465	1
012	15	Onkel.bmp	Tante	0	aIFG	1	sem	842,562781998209	1
013	15	Onkel.bmp	Tante	0	pIFG	2	sem	1286,51948834776	1
014	15	Onkel.bmp	Tante	0	aIFG	3	sem	1347,91775624717	1
015	15	Onkel.bmp	Tante	0	aIFG	1	sem	1277,07360097862	1
016	15	Onkel.bmp	Tante	0	vertex	1	sem	988,974036219872	1
017	15	Onkel.bmp	Tante	0	pIFG	3	sem	1654,9090957442	1
018	15	Onkel.bmp	Tante	0	vertex	2	sem	918,129880951325	1
019	15	Onkel.bmp	Tante	0	pIFG	2	sem	1272,35065729405	1
020	15	Onkel.bmp	Tante	0	aIFG	3	sem	1336,66666666666	1
021	15	Onkel.bmp	Tante	0	vertex	1	sem	1403,33333333333	1
022	15	Onkel.bmp	Tante	0	aIFG	1	sem	1787,15151891216	1
023	15	Onkel.bmp	Tante	0	vertex	2	sem	1588,78788416023	1
024	15	Onkel.bmp	Tante	0	pIFG	3	sem	1338,47186887803	1
103	15	Onkel.bmp	Tante	0	pIFG	2	sem	1239,29005150207	1
001	11	Orgel.bmp	Geige	0	vertex	1	sem	2230	0
002	47	Orgel.bmp	Instrument	4	aIFG	3	sem	1336,66666666666	0
003	47	Orgel.bmp	NA	1	pIFG	2	sem	2250	0
004	47	Orgel.bmp	Kirche	1	pIFG	3	sem	1291,24243203233	0
005	47	Orgel.bmp	Trompete	0	vertex	2	sem	1744,64502575103	0
006	47	Orgel.bmp	Klavier	0	vertex	1	sem	1772,98268785845	0
007	47	Orgel.bmp	Harfe	0	pIFG	2	sem	3052,90042637686	0
008	47	Orgel.bmp	Violine	0	aIFG	3	sem	1971,34632261038	0
009	47	Orgel.bmp	Saxofon	0	aIFG	1	sem	1834,38095575786	0
010	47	Orgel.bmp	Klavier	0	vertex	2	sem	1909,94805471097	0
011	47	Orgel.bmp	Trompete	0	pIFG	3	sem	3421,2900337733	0
012	47	Orgel.bmp	Klavier	0	aIFG	1	sem	1225,12122044836	0
013	47	Orgel.bmp	Kirche	1	pIFG	2	sem	1862,71861786527	0
014	47	Orgel.bmp	Klavier	0	aIFG	3	sem	1432,93074256943	0
015	47	Orgel.bmp	Klavier	0	aIFG	1	sem	3766,06492274689	0
016	47	Orgel.bmp	Kirche	1	vertex	1	sem	1551,00433468367	0
017	47	Orgel.bmp	Geige	0	pIFG	3	sem	2335,01298632225	0
018	47	Orgel.bmp	Klavier	0	vertex	2	sem	1140,1082341261	0
019	47	Orgel.bmp	Klavier	0	pIFG	2	sem	1565,17316573738	0
020	47	Orgel.bmp	Kirche	1	aIFG	3	sem	1739,92208206646	0
021	47	Orgel.bmp	Klavier	0	vertex	1	sem	2174,43290104688	0
022	47	Orgel.bmp	Klavier	0	aIFG	1	sem	1678,52381416705	0
023	47	Orgel.bmp	Klavier	0	vertex	2	sem	2783,69263635638	0
024	47	Orgel.bmp	Oboe	0	pIFG	3	sem	2561,7142831816	0
103	47	Orgel.bmp	Piano	0	pIFG	2	sem	2547,54545212789	0
001	17	Paket.bmp	Brief	0	aIFG	2	sem	2065,80519630177	0
002	2	Paket.bmp	Brief	0	pIFG	1	sem	1730,47619469732	0
003	17	Paket.bmp	NA	1	vertex	3	sem	2250	0
004	17	Paket.bmp	Bote	1	vertex	1	sem	1416,66666666666	0
005	17	Paket.bmp	Karton	0	aIFG	3	sem	2689,23376266498	0
006	17	Paket.bmp	Brief	0	aIFG	2	sem	1796,5974062813	0
007	17	Paket.bmp	Brief	0	vertex	3	sem	1579,34199679109	0
008	17	Paket.bmp	Brief	0	pIFG	1	sem	1603,33333333333	0
009	17	Paket.bmp	Brief	0	pIFG	2	sem	1636,01732100593	0
010	17	Paket.bmp	NA	1	aIFG	3	sem	2250	0
011	17	Paket.bmp	Paeckchen	0	vertex	1	sem	1380,97836203916	0
012	17	Paket.bmp	Brief	0	pIFG	2	sem	1253,45888255577	0
013	17	Paket.bmp	Paeckchen	0	vertex	3	sem	1484,88312309969	0
014	17	Paket.bmp	Brief	0	pIFG	1	sem	1437,653686254	0
015	17	Paket.bmp	Paeckchen	0	pIFG	2	sem	1914,67099839554	0
016	17	Paket.bmp	Brief	0	aIFG	2	sem	1616,66666666666	0
017	17	Paket.bmp	Paeckchen	0	vertex	1	sem	1461,26840467684	0
018	17	Paket.bmp	Bote	1	aIFG	3	sem	3270	0
019	17	Paket.bmp	NA	1	vertex	3	sem	2250	0
020	17	Paket.bmp	Brief	0	pIFG	1	sem	1555,72727836824	0
021	17	Paket.bmp	Schachtel	0	aIFG	2	sem	2594,77488897359	0
022	17	Paket.bmp	Verpackung	4	pIFG	2	sem	2207,49350683887	0
023	17	Paket.bmp	Kiste	0	aIFG	3	sem	1777,70563154302	0
024	17	Paket.bmp	Paeckchen	0	vertex	1	sem	1508,49784152254	0
103	17	Paket.bmp	Box	0	vertex	3	sem	2203,33333333333	0
001	20	Palast.bmp	NA	1	pIFG	3	sem	2250	0
002	20	Palast.bmp	Haus	0	vertex	2	sem	1215,67533307922	0
003	20	Palast.bmp	NA	1	aIFG	1	sem	2131,92640788575	0
004	20	Palast.bmp	Haus	0	aIFG	2	sem	1253,45888255577	0
005	20	Palast.bmp	Kirche	0	pIFG	1	sem	1947,73160418753	0
006	20	Palast.bmp	Tempel	0	pIFG	3	sem	1938,28571681839	0
007	20	Palast.bmp	Schloss	0	aIFG	1	sem	1234,5671078175	0
008	20	Palast.bmp	Haus	0	vertex	2	sem	1876,88744891898	0
009	20	Palast.bmp	Burg	0	vertex	3	sem	1768,25974417388	0
010	20	Palast.bmp	Schloss	0	pIFG	1	sem	1569,89610942195	0
011	20	Palast.bmp	Schloss	0	aIFG	2	sem	1697,41558890533	0
012	20	Palast.bmp	Schloss	0	vertex	3	sem	1078,70996622669	0
013	20	Palast.bmp	Haus	0	aIFG	1	sem	1834,38095575786	0
014	20	Palast.bmp	Schloss	0	vertex	2	sem	1494,32901046883	0
015	20	Palast.bmp	Tempel	0	vertex	3	sem	1465,99134836141	0
016	20	Palast.bmp	Schloss	0	pIFG	3	sem	1244,01299518664	0
017	20	Palast.bmp	Schloss	0	aIFG	2	sem	1177,89178360266	0
018	20	Palast.bmp	NA	1	pIFG	1	sem	1820,21212470415	0
019	20	Palast.bmp	Burg	0	aIFG	1	sem	1754,09091312017	0
020	20	Palast.bmp	Schloss	0	vertex	2	sem	1791,87446259673	0
021	20	Palast.bmp	Schloss	0	pIFG	3	sem	2198,04761946973	0
022	20	Palast.bmp	Festung	0	vertex	3	sem	1763,53680048931	0
023	20	Palast.bmp	Schloss	0	pIFG	1	sem	1551,00433468367	0
024	20	Palast.bmp	Schloss	0	aIFG	2	sem	1669,07792679791	0
103	20	Palast.bmp	Haus	0	aIFG	1	sem	2061,0822526172	0
001	2	Pappe.bmp	Papier	0	vertex	1	sem	1551,00433468367	0
002	26	Pappe.bmp	Papier	0	aIFG	3	sem	1168,44589623352	0
003	26	Pappe.bmp	Plaste	0	pIFG	2	sem	1333,74892519346	0
004	26	Pappe.bmp	Papier	0	pIFG	3	sem	1229,84416413293	0
005	26	Pappe.bmp	Papier	0	vertex	2	sem	1848,54978681157	0
006	26	Pappe.bmp	Papier	0	vertex	1	sem	1451,8225173077	0
007	26	Pappe.bmp	Papier	0	pIFG	2	sem	1248,7359388712	0
008	26	Pappe.bmp	Papier	0	aIFG	3	sem	1371,53247467002	0
009	26	Pappe.bmp	Papier	0	aIFG	1	sem	1640,7402646905	0
010	26	Pappe.bmp	Papier	0	vertex	2	sem	2386,96536685252	0
011	26	Pappe.bmp	Papier	0	pIFG	3	sem	2316,12121158397	0
012	26	Pappe.bmp	Papier	0	aIFG	1	sem	1234,5671078175	0
013	26	Pappe.bmp	Papier	0	pIFG	2	sem	2150,81818262403	0
014	26	Pappe.bmp	Papier	0	aIFG	3	sem	1503,77489783797	0
015	26	Pappe.bmp	Papier	0	aIFG	1	sem	1376,25541835459	0
016	26	Pappe.bmp	Papier	0	vertex	1	sem	1414,03896783115	0
017	26	Pappe.bmp	Karton	0	pIFG	3	sem	2103,58874577833	0
018	26	Pappe.bmp	Papier	0	vertex	2	sem	1980,79220997952	0
019	26	Pappe.bmp	Papier	0	pIFG	2	sem	2079,97402735548	0
020	26	Pappe.bmp	Papier	0	aIFG	3	sem	1465,99134836141	0
021	26	Pappe.bmp	Papier	0	vertex	1	sem	1928,83982944925	0
022	26	Pappe.bmp	Pappmaschee	0	aIFG	1	sem	2127,20346420118	0
023	26	Pappe.bmp	Papier	0	vertex	2	sem	2741,18614319525	0
024	26	Pappe.bmp	Karton	0	pIFG	3	sem	1777,70563154302	0
103	26	Pappe.bmp	Holz	1	pIFG	2	sem	1862,71861786527	0
001	25	Pfeffer.bmp	Salz	0	aIFG	2	sem	1768,25974417388	1
002	39	Pfeffer.bmp	Salz	0	pIFG	1	sem	1078,70996622669	1
003	25	Pfeffer.bmp	Salz	0	vertex	3	sem	2519,20779002047	1
004	25	Pfeffer.bmp	Salz	0	vertex	1	sem	1196,78355834094	1
005	25	Pfeffer.bmp	Salz	0	aIFG	3	sem	1130,66234675696	1
006	25	Pfeffer.bmp	Salz	0	aIFG	2	sem	1055,09524780384	1
007	25	Pfeffer.bmp	Salz	0	vertex	3	sem	941,744599374174	1
008	25	Pfeffer.bmp	Salz	0	pIFG	1	sem	1456,54546099227	1
009	25	Pfeffer.bmp	Salz	0	pIFG	2	sem	1045,6493604347	1
010	25	Pfeffer.bmp	Salz	0	aIFG	3	sem	1683,24675785162	1
011	25	Pfeffer.bmp	Salz	0	vertex	1	sem	1159,00000886438	1
012	25	Pfeffer.bmp	Salz	0	pIFG	2	sem	828,3939509445	1
013	25	Pfeffer.bmp	Salz	0	vertex	3	sem	1314,85715045518	1
014	25	Pfeffer.bmp	Salz	0	pIFG	1	sem	1343,1948125626	1
015	25	Pfeffer.bmp	Salz	0	pIFG	2	sem	1225,12122044836	1
016	25	Pfeffer.bmp	Salz	0	aIFG	2	sem	1380,97836203916	1
017	25	Pfeffer.bmp	Salz	0	vertex	1	sem	1654,9090957442	1
018	25	Pfeffer.bmp	Salz	0	aIFG	3	sem	913,406937266756	1
019	25	Pfeffer.bmp	Salz	0	vertex	3	sem	3000,94804584659	1
020	25	Pfeffer.bmp	Salz	0	pIFG	1	sem	1645,46320837507	1
021	25	Pfeffer.bmp	Salz	0	aIFG	2	sem	1806,04329365044	1
022	25	Pfeffer.bmp	Gewuerz	4	pIFG	2	sem	1305,41126308604	1
023	25	Pfeffer.bmp	Salz	0	aIFG	3	sem	1258,18182624034	1
024	25	Pfeffer.bmp	Salz	0	vertex	1	sem	1168,44589623352	1
103	25	Pfeffer.bmp	Salz	0	vertex	3	sem	1484,88312309969	1
001	42	Pfirsich.bmp	Apfel	0	pIFG	3	sem	2202,7705631543	0
002	42	Pfirsich.bmp	Apfel	0	vertex	2	sem	1517,94372889168	0
003	42	Pfirsich.bmp	NA	1	aIFG	1	sem	2250	0
004	42	Pfirsich.bmp	Birne	0	aIFG	2	sem	1565,17316573738	0
005	42	Pfirsich.bmp	Nektarine	0	pIFG	1	sem	1772,98268785845	0
006	42	Pfirsich.bmp	Orange	0	pIFG	3	sem	1749,3679694356	0
007	42	Pfirsich.bmp	Aprikose	0	aIFG	1	sem	1919,39394208011	0
008	42	Pfirsich.bmp	Aprikose	0	vertex	2	sem	1957,17749155667	0
009	42	Pfirsich.bmp	Mandarine	0	vertex	3	sem	1749,99999999999	0
010	42	Pfirsich.bmp	Nektarine	0	pIFG	1	sem	2083,33333333333	0
011	42	Pfirsich.bmp	Apfel	0	aIFG	2	sem	1503,77489783797	0
012	42	Pfirsich.bmp	Nektarine	0	vertex	3	sem	1963,33333333333	0
013	42	Pfirsich.bmp	Aprikose	0	aIFG	1	sem	1758,81385680474	0
014	42	Pfirsich.bmp	Nektarine	0	vertex	2	sem	1692,69264522076	0
015	42	Pfirsich.bmp	NA	1	vertex	3	sem	3539,36362588754	0
016	42	Pfirsich.bmp	Aprikose	0	pIFG	3	sem	1461,26840467684	0
017	42	Pfirsich.bmp	Nektarine	0	aIFG	2	sem	1192,06061465637	0
018	42	Pfirsich.bmp	Apfel	0	pIFG	1	sem	1163,72295254895	0
019	42	Pfirsich.bmp	Kirsche	0	aIFG	1	sem	3156,80518743739	0
020	42	Pfirsich.bmp	Pflaume	0	vertex	2	sem	1933,56277313382	0
021	42	Pfirsich.bmp	Apfel	0	pIFG	3	sem	1966,62337892581	0
022	42	Pfirsich.bmp	Tomate	0	vertex	3	sem	2131,92640788575	0
023	42	Pfirsich.bmp	Apfel	0	pIFG	1	sem	2403,33333333333	0
024	42	Pfirsich.bmp	Aprikose	0	aIFG	2	sem	1404,59308046201	0
103	42	Pfirsich.bmp	Kirschen	0	aIFG	1	sem	2368,07359211424	0
001	44	Pflaume.bmp	Pfirsich	0	pIFG	3	sem	2693,95670634955	0
002	44	Pflaume.bmp	Birne	0	vertex	2	sem	1565,17316573738	0
003	44	Pflaume.bmp	Birne	0	aIFG	1	sem	1957,17749155667	0
004	44	Pflaume.bmp	Apfel	0	aIFG	2	sem	1721,03030732818	0
005	44	Pflaume.bmp	Pfirsich	0	pIFG	1	sem	3260,70994849793	0
006	44	Pflaume.bmp	Apfel	0	pIFG	3	sem	3227,64934270594	0
007	44	Pflaume.bmp	Aprikose	0	aIFG	1	sem	2339,73593000682	0
008	44	Pflaume.bmp	Dattel	0	vertex	2	sem	1749,99999999999	0
009	44	Pflaume.bmp	Birne	0	vertex	3	sem	2240,55411263086	0
010	44	Pflaume.bmp	Aprikose	0	pIFG	1	sem	2703,40259371869	0
011	44	Pflaume.bmp	Birne	0	aIFG	2	sem	1584,06494047566	0
012	44	Pflaume.bmp	Apfel	0	vertex	3	sem	1347,91775624717	0
013	44	Pflaume.bmp	Apfel	0	aIFG	1	sem	2923,33333333333	0
014	44	Pflaume.bmp	Zwetschge	0	vertex	2	sem	1324,30303782432	0
015	44	Pflaume.bmp	Kirsche	0	vertex	3	sem	1735,19913838189	0
016	44	Pflaume.bmp	Birne	0	pIFG	3	sem	2216,93939420801	0
017	44	Pflaume.bmp	Kirsche	0	aIFG	2	sem	2051,63636524807	0
018	44	Pflaume.bmp	Aprikose	0	pIFG	1	sem	1617,12554626765	0
019	44	Pflaume.bmp	NA	1	aIFG	1	sem	2250	0
020	44	Pflaume.bmp	Birne	0	vertex	2	sem	2136,64935157032	0
021	44	Pflaume.bmp	Birne	0	pIFG	3	sem	2790	0
022	44	Pflaume.bmp	Aprikose	0	vertex	3	sem	3671,6060490555	0
023	44	Pflaume.bmp	Erdbeere	0	pIFG	1	sem	2896,66666666666	0
024	44	Pflaume.bmp	Aprikose	0	aIFG	2	sem	1621,84848995222	0
103	44	Pflaume.bmp	NA	1	aIFG	1	sem	2250	0
001	6	Planet.bmp	Mars	0	vertex	1	sem	2344,45887369139	0
002	2	Planet.bmp	Hummel	1	aIFG	3	sem	1659,63203942877	0
003	2	Planet.bmp	Erde	2	pIFG	2	sem	2226,38528157715	0
004	2	Planet.bmp	Sonne	0	pIFG	3	sem	1551,00433468367	0
005	2	Planet.bmp	Erde	0	vertex	2	sem	1508,49784152254	0
006	2	Planet.bmp	Erde	0	vertex	1	sem	1456,54546099227	0
007	2	Planet.bmp	Sonne	0	pIFG	2	sem	1258,18182624034	0
008	2	Planet.bmp	Erde	0	aIFG	3	sem	1140,1082341261	0
009	2	Planet.bmp	Erde	0	aIFG	1	sem	1333,74892519346	0
010	2	Planet.bmp	Universum	0	vertex	2	sem	1768,25974417388	0
011	2	Planet.bmp	Asteroid	0	pIFG	3	sem	3619,65366852523	0
012	2	Planet.bmp	Mars	0	aIFG	1	sem	1262,90476992491	0
013	2	Planet.bmp	Erde	0	pIFG	2	sem	2004,40692840237	0
014	2	Planet.bmp	Universum	0	aIFG	3	sem	1966,62337892581	0
015	2	Planet.bmp	Universum	0	aIFG	1	sem	1443,33333333333	0
016	2	Planet.bmp	Sonne	0	vertex	1	sem	1329,02598150889	0
017	2	Planet.bmp	Sonne	0	pIFG	3	sem	1787,15151891216	0
018	2	Planet.bmp	Erde	0	vertex	2	sem	1083,43290991126	0
019	2	Planet.bmp	Stern	0	pIFG	2	sem	2670,34198792671	0
020	2	Planet.bmp	Weltall	0	aIFG	3	sem	3189,86579322938	0
021	2	Planet.bmp	Erde	0	vertex	1	sem	1546,2813909991	0
022	2	Planet.bmp	Mond	0	aIFG	1	sem	2016,66666666666	0
023	2	Planet.bmp	Mond	0	vertex	2	sem	1443,33333333333	0
024	2	Planet.bmp	Universum	0	pIFG	3	sem	1829,65801207329	0
103	2	Planet.bmp	Sterne	0	pIFG	2	sem	2287,78354947655	0
001	35	Priester.bmp	Pfarrer	0	vertex	1	sem	2353,90476106053	0
002	34	Priester.bmp	Gott	1	aIFG	3	sem	1489,60606678426	0
003	34	Priester.bmp	Koenig	1	pIFG	2	sem	1692,69264522076	0
004	34	Priester.bmp	Kirche	1	pIFG	3	sem	1423,48485520029	0
005	34	Priester.bmp	Nonne	0	vertex	2	sem	1409,31602414658	0
006	34	Priester.bmp	Beichte	1	vertex	1	sem	2950	0
007	34	Priester.bmp	Pfarrer	0	pIFG	2	sem	1418,76191151572	0
008	34	Priester.bmp	Pfarrer	0	aIFG	3	sem	1976,06926629495	0
009	34	Priester.bmp	Pastor	0	aIFG	1	sem	1815,48918101958	0
010	34	Priester.bmp	Moench	0	vertex	2	sem	2203,33333333333	0
011	34	Priester.bmp	Moench	0	pIFG	3	sem	2403,33333333333	0
012	34	Priester.bmp	Pfarrer	0	aIFG	1	sem	1116,49351570325	0
013	34	Priester.bmp	Pfarrer	0	pIFG	2	sem	2113,03463314747	0
014	34	Priester.bmp	Nonne	0	aIFG	3	sem	2683,33333333333	0
015	34	Priester.bmp	Pfarrer	0	aIFG	1	sem	1787,15151891216	0
016	34	Priester.bmp	Pfarrer	0	vertex	1	sem	1343,1948125626	0
017	34	Priester.bmp	Moench	0	pIFG	3	sem	1630	0
018	34	Priester.bmp	Papst	0	vertex	2	sem	1565,17316573738	0
019	34	Priester.bmp	Papst	0	pIFG	2	sem	2141,37229525489	0
020	34	Priester.bmp	Pfarrer	0	aIFG	3	sem	1607,67965889851	0
021	34	Priester.bmp	NA	1	vertex	1	sem	2250	0
022	34	Priester.bmp	Pfarrer	0	aIFG	1	sem	2604,22077634273	0
023	34	Priester.bmp	Nonne	0	vertex	2	sem	2934,82683426261	0
024	34	Priester.bmp	Nonne	0	pIFG	3	sem	1976,06926629495	0
103	34	Priester.bmp	Moench	0	pIFG	2	sem	1456,66666666666	0
001	11	Quark.bmp	Joghurt	0	aIFG	2	sem	2174,43290104688	0
002	5	Quark.bmp	Joghurt	0	pIFG	1	sem	1310,13420677061	0
003	11	Quark.bmp	NA	1	vertex	3	sem	2250	0
004	11	Quark.bmp	Kaese	0	vertex	1	sem	1333,74892519346	0
005	11	Quark.bmp	Milch	0	aIFG	3	sem	1523,33333333333	0
006	11	Quark.bmp	Joghurt	0	aIFG	2	sem	1857,9956741807	0
007	11	Quark.bmp	Joghurt	0	vertex	3	sem	1225,12122044836	0
008	11	Quark.bmp	Butter	0	pIFG	1	sem	1352,64069993174	0
009	11	Quark.bmp	Joghurt	0	pIFG	2	sem	1546,2813909991	0
010	11	Quark.bmp	Joghurt	0	aIFG	3	sem	1598,23377152937	0
011	11	Quark.bmp	Joghurt	0	vertex	1	sem	1820,21212470415	0
012	11	Quark.bmp	Joghurt	0	pIFG	2	sem	1135,38529044153	0
013	11	Quark.bmp	Joghurt	0	vertex	3	sem	1283,33333333333	0
014	11	Quark.bmp	Joghurt	0	pIFG	1	sem	1549,99999999999	0
015	11	Quark.bmp	Pudding	0	pIFG	2	sem	2415,30302895994	0
016	11	Quark.bmp	Joghurt	0	aIFG	2	sem	1123,33333333333	0
017	11	Quark.bmp	Sosse	1	vertex	1	sem	2018,57575945608	0
018	11	Quark.bmp	Kartoffel	1	aIFG	3	sem	1366,80953098545	0
019	11	Quark.bmp	Kaese	0	vertex	3	sem	2141,37229525489	0
020	11	Quark.bmp	Joghurt	0	pIFG	1	sem	1749,99999999999	0
021	11	Quark.bmp	Butter	0	aIFG	2	sem	1789,99999999999	0
022	11	Quark.bmp	Nahrung	4	pIFG	2	sem	1739,92208206646	0
023	11	Quark.bmp	Joghurt	0	aIFG	3	sem	1532,11255994539	0
024	11	Quark.bmp	Schmand	2	vertex	1	sem	2176,66666666666	0
103	11	Quark.bmp	Joghurt	0	vertex	3	sem	1277,07360097862	0
001	16	Roggen.bmp	Kleie	0	pIFG	3	sem	1900,50216734183	0
002	16	Roggen.bmp	Weizen	0	vertex	2	sem	1220,39827676379	0
003	16	Roggen.bmp	Getreide	4	aIFG	1	sem	1664,35498311334	0
004	16	Roggen.bmp	Weizen	0	aIFG	2	sem	1012,58875464272	0
005	16	Roggen.bmp	Weizen	0	pIFG	1	sem	970,082261481593	0
006	16	Roggen.bmp	Weizen	0	pIFG	3	sem	1253,45888255577	0
007	16	Roggen.bmp	Weizen	0	aIFG	1	sem	1083,43290991126	0
008	16	Roggen.bmp	Gerste	0	vertex	2	sem	1097,60174096497	0
009	16	Roggen.bmp	Weizen	0	vertex	3	sem	1096,66666666666	0
010	16	Roggen.bmp	Gerste	0	pIFG	1	sem	1352,64069993174	0
011	16	Roggen.bmp	Weizen	0	aIFG	2	sem	1168,44589623352	0
012	16	Roggen.bmp	Weizen	0	vertex	3	sem	1210,95238939465	0
013	16	Roggen.bmp	Weizen	0	aIFG	1	sem	1357,36364361631	0
014	16	Roggen.bmp	Weizen	0	vertex	2	sem	1362,08658730088	0
015	16	Roggen.bmp	Weizen	0	vertex	3	sem	3256,66666666666	0
016	16	Roggen.bmp	Weizen	0	pIFG	3	sem	1201,50650202551	0
017	16	Roggen.bmp	Weizen	0	aIFG	2	sem	1418,76191151572	0
018	16	Roggen.bmp	Weizen	0	pIFG	1	sem	1283,33333333333	0
019	16	Roggen.bmp	Weizen	0	aIFG	1	sem	1416,66666666666	0
020	16	Roggen.bmp	Weizen	0	vertex	2	sem	1876,88744891898	0
021	16	Roggen.bmp	Weizen	0	pIFG	3	sem	1612,40260258308	0
022	16	Roggen.bmp	Weizen	0	vertex	3	sem	1296,66666666666	0
023	16	Roggen.bmp	Weizen	0	pIFG	1	sem	1442,37662993857	0
024	16	Roggen.bmp	Weizen	0	aIFG	2	sem	1305,41126308604	0
103	16	Roggen.bmp	Weizen	0	aIFG	1	sem	1248,7359388712	0
001	50	Ruecken.bmp	Bauch	0	pIFG	3	sem	2390	0
002	50	Ruecken.bmp	Schultern	0	vertex	2	sem	1820,21212470415	0
003	50	Ruecken.bmp	NA	1	aIFG	1	sem	2250	0
004	50	Ruecken.bmp	NA	1	aIFG	2	sem	2235,83116894629	0
005	50	Ruecken.bmp	Nacken	0	pIFG	1	sem	1475,43723573055	0
006	50	Ruecken.bmp	Bauch	0	pIFG	3	sem	1598,23377152937	0
007	50	Ruecken.bmp	Bauch	0	aIFG	1	sem	1150	0
008	50	Ruecken.bmp	Bauch	0	vertex	2	sem	1989,99999999999	0
009	50	Ruecken.bmp	Bauch	0	vertex	3	sem	1385,70130572373	0
010	50	Ruecken.bmp	Brust	0	pIFG	1	sem	2689,23376266498	0
011	50	Ruecken.bmp	Bauch	0	aIFG	2	sem	1589,99999999999	0
012	50	Ruecken.bmp	Bauch	0	vertex	3	sem	2043,33333333333	0
013	50	Ruecken.bmp	Bauch	0	aIFG	1	sem	2056,66666666666	0
014	50	Ruecken.bmp	Brust	0	vertex	2	sem	1536,83550362996	0
015	50	Ruecken.bmp	Bauch	0	vertex	3	sem	1824,93506838872	0
016	50	Ruecken.bmp	Bauch	0	pIFG	3	sem	1563,33333333333	0
017	50	Ruecken.bmp	Brust	0	aIFG	2	sem	1923,33333333333	0
018	50	Ruecken.bmp	Bauch	0	pIFG	1	sem	1923,33333333333	0
019	50	Ruecken.bmp	Rippen	0	aIFG	1	sem	2911,21211583976	0
020	50	Ruecken.bmp	Bauch	0	vertex	2	sem	1576,66666666666	0
021	50	Ruecken.bmp	Bauch	0	pIFG	3	sem	1910	0
022	50	Ruecken.bmp	Bauch	0	vertex	3	sem	1456,66666666666	0
023	50	Ruecken.bmp	Bauch	0	pIFG	1	sem	1971,34632261038	0
024	50	Ruecken.bmp	Bauch	0	aIFG	2	sem	1643,33333333333	0
103	50	Ruecken.bmp	Bauch	0	aIFG	1	sem	1843,33333333333	0
001	19	Saege.bmp	Hammer	0	aIFG	2	sem	1602,95671521394	0
002	50	Saege.bmp	Werkzeug	4	pIFG	1	sem	1286,51948834776	0
003	19	Saege.bmp	NA	1	vertex	3	sem	2250	0
004	19	Saege.bmp	NA	1	vertex	1	sem	2710	0
005	19	Saege.bmp	Zollstock	0	aIFG	3	sem	2627,83549476558	0
006	19	Saege.bmp	Holz	1	aIFG	2	sem	1895,77922365726	0
007	19	Saege.bmp	Hammer	0	vertex	3	sem	993,696979904442	0
008	19	Saege.bmp	Beil	0	pIFG	1	sem	1469,99999999999	0
009	19	Saege.bmp	Hammer	0	pIFG	2	sem	2849,81384794036	0
010	19	Saege.bmp	NA	1	aIFG	3	sem	2250	0
011	19	Saege.bmp	Schraubenzieher	2	vertex	1	sem	3016,66666666666	0
012	19	Saege.bmp	Hammer	0	pIFG	2	sem	1258,18182624034	0
013	19	Saege.bmp	Holz	1	vertex	3	sem	1895,77922365726	0
014	19	Saege.bmp	Bohrmaschine	0	pIFG	1	sem	2310	0
015	19	Saege.bmp	Bohrer	0	pIFG	2	sem	4150	0
016	19	Saege.bmp	Schraube	0	aIFG	2	sem	3100,12986322255	0
017	19	Saege.bmp	Hammer	0	vertex	1	sem	1277,07360097862	0
018	19	Saege.bmp	Hammer	0	aIFG	3	sem	2311,3982678994	0
019	19	Saege.bmp	Hammer	0	vertex	3	sem	2243,33333333333	0
020	19	Saege.bmp	Hammer	0	pIFG	1	sem	1489,60606678426	0
021	19	Saege.bmp	Hammer	0	aIFG	2	sem	2146,09523893946	0
022	19	Saege.bmp	Werkzeug	4	pIFG	2	sem	1305,41126308604	0
023	19	Saege.bmp	Hammer	0	aIFG	3	sem	1362,08658730088	0
024	19	Saege.bmp	Hammer	0	vertex	1	sem	1262,90476992491	0
103	19	Saege.bmp	Hammer	0	vertex	3	sem	2571,16017055074	0
001	10	Saft.bmp	Wasser	0	vertex	1	sem	1612,40260258308	0
002	28	Saft.bmp	Fruchtsaft	0	aIFG	3	sem	1522,66667257625	0
003	28	Saft.bmp	NA	1	pIFG	2	sem	1947,73160418753	0
004	28	Saft.bmp	Trauben	1	pIFG	3	sem	1796,5974062813	0
005	28	Saft.bmp	Wein	0	vertex	2	sem	1839,10389944243	0
006	28	Saft.bmp	Wasser	0	vertex	1	sem	1856,66666666666	0
007	28	Saft.bmp	Bier	0	pIFG	2	sem	1966,62337892581	0
008	28	Saft.bmp	Wein	0	aIFG	3	sem	1896,66666666666	0
009	28	Saft.bmp	Wasser	0	aIFG	1	sem	1296,66666666666	0
010	28	Saft.bmp	Wasser	0	vertex	2	sem	2523,93073370504	0
011	28	Saft.bmp	Mineralwasser	0	pIFG	3	sem	3190	0
012	28	Saft.bmp	Puree	1	aIFG	1	sem	2456,66666666666	0
013	28	Saft.bmp	Wasser	0	pIFG	2	sem	2163,33333333333	0
014	28	Saft.bmp	Obst	1	aIFG	3	sem	2580,60605791988	0
