noun	adj	Meaningful	Subject	order	condition	resp_resp	accuracy	RTs	NA_ID	TMS_Timing	DistSim	surprisal	noun_comp	adj_comp
notte	superficiale	0	21	27	cedx	0	1	545,722012	nottesuperficiale	adj	-0,01228	NA	NA	NA
oca	bianca	1	21	11	cz	1	1	449,536394	ocabianca	adj	0,271075	2,227993766	0,864455	0,71822
orso	affamato	1	21	2	cz	1	1	484,980563	orsoaffamato	adj	0,256477	3,131003459	0,801456	0,783603
orso	polare	1	21	43	cedx	1	1	481,786442	orsopolare	adj	0,262964	1,605958652	0,781128	0,807805
orso	sazio	0	21	3	cz	1	0	527,18467	orsosazio	adj	0,105814	NA	NA	NA
orso	tropicale	0	21	28	cedx	0	1	469,830872	orsotropicale	adj	0,186279	NA	NA	NA
pecora	nera	1	21	5	cz	0	0	831,629788	pecoranera	adj	0,269043	1,492089765	0,832878	0,757129
pelle	sensibile	1	21	21	cz	1	1	405,857309	pellesensibile	adj	0,235845	2,607198634	0,820895	0,748574
peperone	cremisi	0	21	1	cz	0	1	1100,100921	peperonecremisi	adj	0,22132	NA	NA	NA
peperone	giallo	1	21	21	cedx	1	1	283,127325	peperonegiallo	adj	0,407756	1,35019202	0,892293	0,776059
peperone	ocra	0	21	23	cz	0	1	1522,640866	peperoneocra	adj	0,30173	NA	NA	NA
peperone	rosso	1	21	35	cedx	1	1	277,860315	peperonerosso	adj	0,411046	1,187366743	0,899929	0,76741
pera	corta	0	21	27	cz	0	1	673,834174	peracorta	adj	0,156699	NA	NA	NA
persona	aperta	1	21	9	cedx	1	1	319,97733	personaaperta	adj	0,016258	4,336303373	0,666357	0,756368
pianeta	blu	0	21	55	cedx	1	0	546,248825	pianetablu	adj	0,108379	NA	NA	NA
pianeta	rosso	1	21	46	cz	1	1	594,807161	pianetarosso	adj	0,133895	1,730210105	0,78321	0,721027
piccione	verde	0	21	12	cedx	0	1	917,549158	piccioneverde	adj	0,178005	NA	NA	NA
poltrona	piena	0	21	60	cz	0	1	722,039393	poltronapiena	adj	0,027325	NA	NA	NA
poltrona	vuota	1	21	18	cz	0	0	825,463991	poltronavuota	adj	0,234839	2,665926433	0,814744	0,754939
pomodoro	fresco	1	21	31	cz	1	1	416,198707	pomodorofresco	adj	0,365177	1,562698501	0,876171	0,76867
pomodoro	rancido	0	21	54	cz	1	0	624,232549	pomodororancido	adj	0,329137	NA	NA	NA
principe	azzurro	1	21	46	cedx	1	1	281,904125	principeazzurro	adj	0,294223	1,560258144	0,797356	0,811396
quercia	stretta	0	21	42	cz	0	1	637,796633	querciastretta	adj	0,032943	NA	NA	NA
romanzo	giallo	1	21	39	cedx	1	1	302,638604	romanzogiallo	adj	0,398377	2,184394274	0,854339	0,817044
sale	grosso	1	21	49	cedx	1	1	356,91275	salegrosso	adj	0,16393	2,21808096	0,817716	0,701884
sale	sottile	0	21	22	cedx	0	1	523,770409	salesottile	adj	0,188835	NA	NA	NA
scatola	fatata	0	21	38	cz	0	1	526,217927	scatolafatata	adj	0,198285	NA	NA	NA
scatola	magica	1	21	29	cz	1	1	917,822656	scatolamagica	adj	0,162758	2,136244802	0,773997	0,750721
scuola	materna	1	21	67	cz	1	1	557,413582	scuolamaterna	adj	0,659003	1,757710446	0,886511	0,932234
scuola	paterna	0	21	8	cz	0	1	633,267636	scuolapaterna	adj	0,281539	NA	NA	NA
sedia	analogica	0	21	64	cz	0	1	500,452851	sediaanalogica	adj	-0,00834	NA	NA	NA
sedia	elettrica	1	21	49	cz	1	1	423,072625	sediaelettrica	adj	0,279832	1,551468936	0,822373	0,776345
segretaria	privata	1	21	62	cedx	1	1	547,492419	segretariaprivata	adj	0,106352	2,855559534	0,779861	0,705343
soldato	complesso	0	21	26	cz	0	1	829,728359	soldatocomplesso	adj	0,050858	NA	NA	NA
soldato	semplice	1	21	68	cz	1	1	349,481638	soldatosemplice	adj	0,088631	2,23207629	0,836071	0,620564
sole	caldo	1	21	9	cz	1	1	308,786661	solecaldo	adj	0,407712	2,804121005	0,81229	0,863756
sole	freddo	0	21	66	cz	0	1	501,994038	solefreddo	adj	0,375852	NA	NA	NA
sorriso	depresso	0	21	50	cz	0	1	865,816465	sorrisodepresso	adj	0,156377	NA	NA	NA
sorriso	diabolico	1	21	70	cedx	1	1	514,880034	sorrisodiabolico	adj	0,163101	3,379231329	0,769189	0,75592
sorriso	divertito	1	21	65	cedx	1	1	466,984351	sorrisodivertito	adj	0,38173	2,536962579	0,860325	0,799556
specchio	muto	0	21	4	cedx	0	1	666,20164	specchiomuto	adj	0,23194	NA	NA	NA
stazione	centrale	1	21	18	cedx	1	1	291,493612	stazionecentrale	adj	0,312104	1,458213196	0,866898	0,744147
stazione	laterale	0	21	57	cedx	0	1	566,919818	stazionelaterale	adj	0,19907	NA	NA	NA
stella	rossa	1	21	48	cz	1	1	536,34603	stellarossa	adj	0,332912	2,256070108	0,818599	0,814124
stella	verde	0	21	58	cedx	0	1	899,153733	stellaverde	adj	0,086498	NA	NA	NA
torre	medievale	1	21	5	cedx	1	1	499,068317	torremedievale	adj	0,245661	2,45470966	0,806321	0,771434
torre	moderna	0	21	1	cedx	1	0	408,165423	torremoderna	adj	0,107438	NA	NA	NA
uniforme	militare	1	21	52	cedx	1	1	384,530296	uniformemilitare	adj	0,232102	2,260453018	0,807289	0,761413
uova	fresche	1	21	10	cedx	1	1	446,652019	uovafresche	adj	0,322646	1,985988857	0,854402	0,767493
uova	stantie	0	21	4	cz	0	1	431,618963	uovastantie	adj	0,135536	NA	NA	NA
uva	bianca	1	21	33	cedx	1	1	320,79112	uvabianca	adj	0,151458	2,019035585	0,843283	0,658991
uva	marrone	0	21	47	cedx	0	1	576,08034	uvamarrone	adj	0,16491	NA	NA	NA
vedova	bianca	0	21	53	cz	1	0	587,455179	vedovabianca	adj	0,191579	NA	NA	NA
vedova	nera	1	21	56	cz	1	1	434,394735	vedovanera	adj	0,219782	1,743642921	0,792584	0,769049
zucchero	amaro	0	21	45	cz	0	1	548,735733	zuccheroamaro	adj	0,324915	NA	NA	NA
zucchero	dolce	1	21	41	cedx	1	1	456,269442	zuccherodolce	adj	0,345696	3,997025779	0,882893	0,745836
albicocca	secca	1	22	49	cz	1	1	916,748497	albicoccasecca	adj	0,281248	1,802891628	0,862305	0,72847
albicocca	viola	0	22	50	cz	0	1	876,296289	albicoccaviola	adj	0,472329	NA	NA	NA
alghe	fossili	0	22	32	cz	0	1	539,89704	alghefossili	adj	0,291178	NA	NA	NA
alghe	marine	1	22	7	cz	1	1	551,34207	alghemarine	adj	0,391601	1,497166264	0,874111	0,789236
animale	adolescente	0	22	25	cz	0	1	771,087387	animaleadolescente	adj	0,135533	NA	NA	NA
animale	adulto	1	22	39	cedx	1	1	899,800394	animaleadulto	adj	0,381247	3,114697454	0,850281	0,810744
arancia	salata	0	22	11	cedx	0	1	494,48652	aranciasalata	adj	0,123622	NA	NA	NA
arma	bianca	1	22	23	cedx	0	0	1175,583978	armabianca	adj	0,063105	2,486266785	0,783976	0,669027
arma	nera	0	22	9	cz	0	1	621,606727	armanera	adj	0,00719	NA	NA	NA
arma	perdente	0	22	28	cedx	0	1	644,806044	armaperdente	adj	0,122469	NA	NA	NA
arma	vincente	1	22	62	cedx	1	1	619,973139	armavincente	adj	0,180489	2,417879548	0,777351	0,759039
automobile	agonistica	0	22	55	cz	0	1	1192,712342	automobileagonistica	adj	0,173177	NA	NA	NA
automobile	sportiva	1	22	1	cedx	1	1	745,948926	automobilesportiva	adj	0,241369	3,143027818	0,794132	0,781456
avvocato	attaccante	0	22	69	cedx	0	1	622,626549	avvocatoattaccante	adj	0,240921	NA	NA	NA
avvocato	difensore	1	22	14	cedx	1	1	766,08312	avvocatodifensore	adj	0,556835	1,903483344	0,863248	0,899969
bacio	distaccato	0	22	34	cedx	0	1	1674,027146	baciodistaccato	adj	0,016741	NA	NA	NA
bacio	passionale	1	22	1	cz	0	0	698,150184	baciopassionale	adj	0,278426	3,270144858	0,788474	0,810279
banana	rosa	0	22	42	cz	0	1	596,167949	bananarosa	adj	0,185339	NA	NA	NA
bandiera	bianca	1	22	27	cz	1	1	1579,508289	bandierabianca	adj	0,315268	1,719294001	0,86767	0,745336
barba	lunga	1	22	4	cz	1	1	426,072587	barbalunga	adj	0,188404	1,646081813	0,836519	0,695729
bistecca	bassa	0	22	5	cedx	0	1	563,914478	bisteccabassa	adj	0,059595	NA	NA	NA
bottiglia	ocra	0	22	53	cedx	0	1	885,913712	bottigliaocra	adj	0,146795	NA	NA	NA
bottiglia	verde	1	22	26	cedx	1	1	663,2051	bottigliaverde	adj	0,101314	3,189898461	0,824763	0,646129
braccio	armato	1	22	38	cedx	1	1	618,304352	braccioarmato	adj	0,247112	1,970381318	0,781877	0,797309
braccio	calmo	0	22	25	cedx	0	1	1379,793102	bracciocalmo	adj	0,177834	NA	NA	NA
braccio	inerme	0	22	29	cz	1	0	2162,83096	braccioinerme	adj	0,273296	NA	NA	NA
brezza	diurna	0	22	17	cz	0	1	1369,762079	brezzadiurna	adj	0,31246	NA	NA	NA
brezza	notturna	1	22	27	cedx	1	1	552,036921	brezzanotturna	adj	0,185744	1,987930958	0,844817	0,682665
cane	fedele	1	22	40	cedx	1	1	745,261688	canefedele	adj	0,121937	3,12177003	0,77227	0,724722
cane	infido	0	22	52	cedx	0	1	627,705826	caneinfido	adj	0,206082	NA	NA	NA
carota	grassa	0	22	22	cz	0	1	569,627983	carotagrassa	adj	0,178164	NA	NA	NA
casco	beige	0	22	53	cz	0	1	2281,03474	cascobeige	adj	0,2154	NA	NA	NA
cavallo	pazzo	1	22	62	cz	1	1	531,166112	cavallopazzo	adj	0,280735	2,396594899	0,802758	0,797686
cavallo	razionale	0	22	19	cz	0	1	763,186662	cavallorazionale	adj	0,096536	NA	NA	NA
caverna	buia	1	22	10	cedx	1	1	803,855029	cavernabuia	adj	0,452417	2,296283561	0,870133	0,833161
cenere	gialla	0	22	28	cz	0	1	473,440339	ceneregialla	adj	0,177565	NA	NA	NA
cuore	affollato	0	22	21	cedx	0	1	587,216602	cuoreaffollato	adj	0,05298	NA	NA	NA
cuore	aperto	1	22	40	cz	1	1	960,646325	cuoreaperto	adj	0,132319	2,561050708	0,742399	0,762301
cuore	logico	0	22	33	cz	0	1	514,3975	cuorelogico	adj	0,050038	NA	NA	NA
cuore	matto	1	22	7	cedx	1	1	728,886213	cuorematto	adj	0,047218	3,438634502	0,61746	0,81488
cuore	solitario	1	22	63	cedx	1	1	941,375999	cuoresolitario	adj	0,148801	2,820027958	0,708112	0,803607
denaro	difficile	0	22	52	cz	0	1	691,61758	denarodifficile	adj	0,046268	NA	NA	NA
denaro	facile	1	22	35	cz	1	1	894,764349	denarofacile	adj	0,136871	2,799313193	0,817104	0,682903
denaro	sporco	1	22	4	cedx	1	1	633,935319	denarosporco	adj	0,357089	1,820140731	0,818283	0,829117
elefante	africano	1	22	65	cedx	1	1	728,306461	elefanteafricano	adj	0,382056	1,878454206	0,853199	0,807987
elefante	europeo	0	22	64	cz	0	1	553,619105	elefanteeuropeo	adj	0,121022	NA	NA	NA
erba	rossa	0	22	68	cz	0	1	513,867545	erbarossa	adj	0,158657	NA	NA	NA
erba	secca	1	22	48	cz	1	1	934,001109	erbasecca	adj	0,190331	2,273163785	0,827444	0,708771
famiglia	semplice	1	22	35	cedx	0	0	1146,826971	famigliasemplice	adj	-0,05081	4,177699425	0,734013	0,640959
ferita	aperta	1	22	12	cz	1	1	563,938294	feritaaperta	adj	0,201439	1,964252989	0,839596	0,701203
ferita	otturata	0	22	68	cedx	0	1	721,1786	feritaotturata	adj	0,308061	NA	NA	NA
ferro	caldo	1	22	48	cedx	0	0	1707,422591	ferrocaldo	adj	0,249321	2,92151307	0,814626	0,764775
fiamma	pigra	0	22	3	cedx	0	1	506,488953	fiammapigra	adj	0,045414	NA	NA	NA
fiamma	viva	1	22	23	cz	1	1	607,566953	fiammaviva	adj	0,216274	2,279429335	0,853498	0,693353
folla	rinsavita	0	22	19	cedx	0	1	577,095413	follarinsavita	adj	0,160667	NA	NA	NA
formaggio	fiacco	0	22	69	cz	0	1	688,574386	formaggiofiacco	adj	0,076118	NA	NA	NA
formaggio	fresco	1	22	26	cz	1	1	1465,204586	formaggiofresco	adj	0,406516	1,605466861	0,87782	0,794474
fragola	fresca	1	22	30	cz	1	1	697,030489	fragolafresca	adj	0,282877	3,860637417	0,803578	0,798203
fragola	rancida	0	22	41	cz	0	1	742,760882	fragolarancida	adj	0,336059	NA	NA	NA
fumo	nero	1	22	56	cedx	1	1	726,827711	fumonero	adj	0,187792	1,934960346	0,8382	0,693067
fumo	pulito	0	22	13	cz	0	1	633,330214	fumopulito	adj	0,158131	NA	NA	NA
gallina	giovane	0	22	54	cz	0	1	754,671404	gallinagiovane	adj	0,173204	NA	NA	NA
gallina	vecchia	1	22	58	cedx	1	1	743,50504	gallinavecchia	adj	0,236694	2,002513173	0,874646	0,678011
ghiaccio	snello	0	22	64	cedx	0	1	481,526493	ghiacciosnello	adj	0,039913	NA	NA	NA
gufo	muto	0	22	31	cz	0	1	457,70056	gufomuto	adj	0,184299	NA	NA	NA
gufo	parlante	1	22	61	cz	0	0	599,992527	gufoparlante	adj	0,276014	3,04453976	0,775149	0,821188
inverno	lento	0	22	37	cz	0	1	553,640546	invernolento	adj	0,128872	NA	NA	NA
inverno	lungo	1	22	70	cedx	1	1	678,122569	invernolungo	adj	0,13534	2,869845258	0,818146	0,680448
investigatore	pubblico	0	22	29	cedx	0	1	1630,810131	investigatorepubblico	adj	0,26436	NA	NA	NA
lago	maggiore	1	22	59	cz	1	1	727,713578	lagomaggiore	adj	0,077047	1,293199897	0,843189	0,600984
latte	diviso	0	22	60	cedx	0	1	1058,516655	lattediviso	adj	0,060378	NA	NA	NA
latte	materno	1	22	30	cedx	1	1	816,865621	lattematerno	adj	0,39702	1,646809708	0,836518	0,835019
latte	paterno	0	22	17	cedx	0	1	559,618401	lattepaterno	adj	0,030377	NA	NA	NA
letto	caldo	1	22	6	cz	0	0	1976,644029	lettocaldo	adj	0,178368	3,240072488	0,754475	0,780378
letto	temperato	0	22	45	cedx	0	1	581,01735	lettotemperato	adj	0,036329	NA	NA	NA
limone	blu	0	22	2	cz	0	1	579,980486	limoneblu	adj	0,262335	NA	NA	NA
limone	giallo	1	22	24	cz	1	1	422,971705	limonegiallo	adj	0,276293	3,244636915	0,83999	0,753563
limone	rosso	0	22	51	cz	0	1	532,951953	limonerosso	adj	0,301269	NA	NA	NA
mela	gialla	1	22	44	cz	1	1	1242,865155	melagialla	adj	0,251848	3,066270004	0,788762	0,793533
mela	nera	0	22	57	cedx	0	1	872,797381	melanera	adj	0,114461	NA	NA	NA
mela	rossa	1	22	36	cz	1	1	438,822043	melarossa	adj	0,195855	2,63490624	0,764355	0,782011
melanzana	gialla	0	22	5	cz	0	1	519,261456	melanzanagialla	adj	0,352686	NA	NA	NA
melanzana	viola	1	22	46	cedx	1	1	776,470753	melanzanaviola	adj	0,211252	2,720737977	0,777986	0,778453
notte	opaca	0	22	54	cedx	0	1	701,982305	notteopaca	adj	0,067427	NA	NA	NA
notte	superficiale	0	22	43	cz	0	1	599,509994	nottesuperficiale	adj	-0,01228	NA	NA	NA
oca	bianca	1	22	59	cedx	1	1	1116,40404	ocabianca	adj	0,271075	2,227993766	0,864455	0,71822
orso	affamato	1	22	6	cedx	0	0	505,279791	orsoaffamato	adj	0,256477	3,131003459	0,801456	0,783603
orso	polare	1	22	38	cz	1	1	523,656009	orsopolare	adj	0,262964	1,605958652	0,781128	0,807805
orso	sazio	0	22	22	cedx	0	1	687,535567	orsosazio	adj	0,105814	NA	NA	NA
orso	tropicale	0	22	21	cz	0	1	738,87184	orsotropicale	adj	0,186279	NA	NA	NA
pecora	nera	1	22	16	cedx	1	1	737,703605	pecoranera	adj	0,269043	1,492089765	0,832878	0,757129
pelle	sensibile	1	22	8	cedx	1	1	591,519243	pellesensibile	adj	0,235845	2,607198634	0,820895	0,748574
peperone	cremisi	0	22	47	cedx	0	1	691,848405	peperonecremisi	adj	0,22132	NA	NA	NA
peperone	giallo	1	22	8	cz	0	0	692,999529	peperonegiallo	adj	0,407756	1,35019202	0,892293	0,776059
peperone	ocra	0	22	33	cedx	0	1	781,383109	peperoneocra	adj	0,30173	NA	NA	NA
peperone	rosso	1	22	70	cz	1	1	648,77212	peperonerosso	adj	0,411046	1,187366743	0,899929	0,76741
pera	corta	0	22	43	cedx	0	1	1024,287794	peracorta	adj	0,156699	NA	NA	NA
persona	aperta	1	22	18	cz	0	0	839,78697	personaaperta	adj	0,016258	4,336303373	0,666357	0,756368
pianeta	blu	0	22	45	cz	0	1	1493,691167	pianetablu	adj	0,108379	NA	NA	NA
pianeta	rosso	1	22	20	cedx	1	1	541,187218	pianetarosso	adj	0,133895	1,730210105	0,78321	0,721027
piccione	verde	0	22	60	cz	0	1	470,389533	piccioneverde	adj	0,178005	NA	NA	NA
poltrona	piena	0	22	9	cedx	0	1	683,66608	poltronapiena	adj	0,027325	NA	NA	NA
poltrona	vuota	1	22	15	cedx	1	1	706,799398	poltronavuota	adj	0,234839	2,665926433	0,814744	0,754939
pomodoro	fresco	1	22	12	cedx	1	1	525,957699	pomodorofresco	adj	0,365177	1,562698501	0,876171	0,76867
pomodoro	rancido	0	22	41	cedx	0	1	913,179259	pomodororancido	adj	0,329137	NA	NA	NA
principe	azzurro	1	22	20	cz	1	1	489,94111	principeazzurro	adj	0,294223	1,560258144	0,797356	0,811396
quercia	stretta	0	22	51	cedx	0	1	968,194631	querciastretta	adj	0,032943	NA	NA	NA
romanzo	giallo	1	22	56	cz	1	1	532,150734	romanzogiallo	adj	0,398377	2,184394274	0,854339	0,817044
sale	grosso	1	22	66	cz	1	1	546,94605	salegrosso	adj	0,16393	2,21808096	0,817716	0,701884
sale	sottile	0	22	34	cz	0	1	594,042539	salesottile	adj	0,188835	NA	NA	NA
scatola	fatata	0	22	50	cedx	0	1	655,56614	scatolafatata	adj	0,198285	NA	NA	NA
scatola	magica	1	22	49	cedx	1	1	922,001469	scatolamagica	adj	0,162758	2,136244802	0,773997	0,750721
scuola	materna	1	22	24	cedx	1	1	1108,149779	scuolamaterna	adj	0,659003	1,757710446	0,886511	0,932234
scuola	paterna	0	22	13	cedx	0	1	619,909933	scuolapaterna	adj	0,281539	NA	NA	NA
sedia	analogica	0	22	37	cedx	0	1	624,339895	sediaanalogica	adj	-0,00834	NA	NA	NA
sedia	elettrica	1	22	66	cedx	1	1	629,063401	sediaelettrica	adj	0,279832	1,551468936	0,822373	0,776345
segretaria	privata	1	22	39	cz	1	1	1851,089664	segretariaprivata	adj	0,106352	2,855559534	0,779861	0,705343
soldato	complesso	0	22	32	cedx	0	1	918,513666	soldatocomplesso	adj	0,050858	NA	NA	NA
soldato	semplice	1	22	36	cedx	1	1	672,115939	soldatosemplice	adj	0,088631	2,23207629	0,836071	0,620564
sole	caldo	1	22	18	cedx	1	1	772,49385	solecaldo	adj	0,407712	2,804121005	0,81229	0,863756
sole	freddo	0	22	2	cedx	0	1	439,99384	solefreddo	adj	0,375852	NA	NA	NA
sorriso	depresso	0	22	31	cedx	0	1	827,745077	sorrisodepresso	adj	0,156377	NA	NA	NA
sorriso	diabolico	1	22	58	cz	1	1	770,391768	sorrisodiabolico	adj	0,163101	3,379231329	0,769189	0,75592
sorriso	divertito	1	22	65	cz	1	1	807,632744	sorrisodivertito	adj	0,38173	2,536962579	0,860325	0,799556
specchio	muto	0	22	67	cz	0	1	481,112893	specchiomuto	adj	0,23194	NA	NA	NA
stazione	centrale	1	22	15	cz	1	1	894,889853	stazionecentrale	adj	0,312104	1,458213196	0,866898	0,744147
stazione	laterale	0	22	11	cz	0	1	665,865005	stazionelaterale	adj	0,19907	NA	NA	NA
stella	rossa	1	22	61	cedx	0	0	618,625342	stellarossa	adj	0,332912	2,256070108	0,818599	0,814124
stella	verde	0	22	57	cz	0	1	506,772858	stellaverde	adj	0,086498	NA	NA	NA
torre	medievale	1	22	16	cz	1	1	696,384736	torremedievale	adj	0,245661	2,45470966	0,806321	0,771434
torre	moderna	0	22	47	cz	0	1	735,324951	torremoderna	adj	0,107438	NA	NA	NA
uniforme	militare	1	22	63	cz	1	1	521,480523	uniformemilitare	adj	0,232102	2,260453018	0,807289	0,761413
uova	fresche	1	22	46	cz	1	1	653,854191	uovafresche	adj	0,322646	1,985988857	0,854402	0,767493
uova	stantie	0	22	67	cedx	0	1	533,577871	uovastantie	adj	0,135536	NA	NA	NA
uva	bianca	1	22	10	cz	1	1	929,801972	uvabianca	adj	0,151458	2,019035585	0,843283	0,658991
uva	marrone	0	22	3	cz	0	1	546,48405	uvamarrone	adj	0,16491	NA	NA	NA
vedova	bianca	0	22	55	cedx	1	0	803,987797	vedovabianca	adj	0,191579	NA	NA	NA
vedova	nera	1	22	44	cedx	1	1	810,398109	vedovanera	adj	0,219782	1,743642921	0,792584	0,769049
zucchero	amaro	0	22	42	cedx	0	1	663,531119	zuccheroamaro	adj	0,324915	NA	NA	NA
zucchero	dolce	1	22	14	cz	1	1	1285,486354	zuccherodolce	adj	0,345696	3,997025779	0,882893	0,745836
albicocca	secca	1	23	69	cz	1	1	413,15628	albicoccasecca	adj	0,281248	1,802891628	0,862305	0,72847
albicocca	viola	0	23	54	cz	0	1	475,17352	albicoccaviola	adj	0,472329	NA	NA	NA
alghe	fossili	0	23	17	cz	0	1	405,70994	alghefossili	adj	0,291178	NA	NA	NA
alghe	marine	1	23	6	cz	1	1	492,62008	alghemarine	adj	0,391601	1,497166264	0,874111	0,789236
animale	adolescente	0	23	1	cedx	0	1	403,88311	animaleadolescente	adj	0,135533	NA	NA	NA
animale	adulto	1	23	42	cedx	1	1	601,68709	animaleadulto	adj	0,381247	3,114697454	0,850281	0,810744
arancia	salata	0	23	53	cedx	0	1	382,0628	aranciasalata	adj	0,123622	NA	NA	NA
arma	bianca	1	23	36	cz	1	1	294,86953	armabianca	adj	0,063105	2,486266785	0,783976	0,669027
arma	nera	0	23	43	cedx	0	1	639,11573	armanera	adj	0,00719	NA	NA	NA
arma	perdente	0	23	66	cz	0	1	354,90886	armaperdente	adj	0,122469	NA	NA	NA
arma	vincente	1	23	33	cedx	0	0	433,49413	armavincente	adj	0,180489	2,417879548	0,777351	0,759039
automobile	agonistica	0	23	51	cedx	0	1	427,92401	automobileagonistica	adj	0,173177	NA	NA	NA
automobile	sportiva	1	23	36	cedx	1	1	478,42393	automobilesportiva	adj	0,241369	3,143027818	0,794132	0,781456
avvocato	attaccante	0	23	8	cedx	1	0	560,51216	avvocatoattaccante	adj	0,240921	NA	NA	NA
avvocato	difensore	1	23	49	cz	1	1	359,93702	avvocatodifensore	adj	0,556835	1,903483344	0,863248	0,899969
bacio	distaccato	0	23	35	cz	0	1	535,44026	baciodistaccato	adj	0,016741	NA	NA	NA
bacio	passionale	1	23	40	cedx	1	1	404,8268	baciopassionale	adj	0,278426	3,270144858	0,788474	0,810279
banana	rosa	0	23	66	cedx	0	1	550,57158	bananarosa	adj	0,185339	NA	NA	NA
bandiera	bianca	1	23	47	cz	1	1	438,54729	bandierabianca	adj	0,315268	1,719294001	0,86767	0,745336
barba	lunga	1	23	67	cz	1	1	511,7501	barbalunga	adj	0,188404	1,646081813	0,836519	0,695729
bistecca	bassa	0	23	13	cedx	0	1	450,374	bisteccabassa	adj	0,059595	NA	NA	NA
bottiglia	ocra	0	23	38	cz	0	1	407,66773	bottigliaocra	adj	0,146795	NA	NA	NA
bottiglia	verde	1	23	44	cz	1	1	269,56457	bottigliaverde	adj	0,101314	3,189898461	0,824763	0,646129
braccio	armato	1	23	44	cedx	1	1	467,86533	braccioarmato	adj	0,247112	1,970381318	0,781877	0,797309
braccio	calmo	0	23	20	cedx	0	1	710,7807	bracciocalmo	adj	0,177834	NA	NA	NA
braccio	inerme	0	23	50	cz	0	1	494,07753	braccioinerme	adj	0,273296	NA	NA	NA
brezza	diurna	0	23	43	cz	0	1	592,68364	brezzadiurna	adj	0,31246	NA	NA	NA
brezza	notturna	1	23	59	cedx	0	0	460,05386	brezzanotturna	adj	0,185744	1,987930958	0,844817	0,682665
cane	fedele	1	23	39	cedx	1	1	607,35499	canefedele	adj	0,121937	3,12177003	0,77227	0,724722
cane	infido	0	23	61	cedx	0	1	638,86388	caneinfido	adj	0,206082	NA	NA	NA
carota	grassa	0	23	58	cedx	0	1	424,03392	carotagrassa	adj	0,178164	NA	NA	NA
casco	beige	0	23	28	cedx	0	1	475,76543	cascobeige	adj	0,2154	NA	NA	NA
cavallo	pazzo	1	23	41	cz	1	1	473,20113	cavallopazzo	adj	0,280735	2,396594899	0,802758	0,797686
cavallo	razionale	0	23	9	cedx	0	1	457,17661	cavallorazionale	adj	0,096536	NA	NA	NA
caverna	buia	1	23	70	cedx	1	1	556,35989	cavernabuia	adj	0,452417	2,296283561	0,870133	0,833161
cenere	gialla	0	23	61	cz	0	1	384,45487	ceneregialla	adj	0,177565	NA	NA	NA
cuore	affollato	0	23	29	cz	0	1	488,00728	cuoreaffollato	adj	0,05298	NA	NA	NA
cuore	aperto	1	23	55	cedx	1	1	362,35255	cuoreaperto	adj	0,132319	2,561050708	0,742399	0,762301
cuore	logico	0	23	54	cedx	0	1	420,91537	cuorelogico	adj	0,050038	NA	NA	NA
cuore	matto	1	23	60	cedx	1	1	596,1477	cuorematto	adj	0,047218	3,438634502	0,61746	0,81488
cuore	solitario	1	23	69	cedx	1	1	681,67141	cuoresolitario	adj	0,148801	2,820027958	0,708112	0,803607
denaro	difficile	0	23	24	cz	0	1	492,88799	denarodifficile	adj	0,046268	NA	NA	NA
denaro	facile	1	23	14	cedx	1	1	600,40857	denarofacile	adj	0,136871	2,799313193	0,817104	0,682903
denaro	sporco	1	23	7	cedx	1	1	393,12427	denarosporco	adj	0,357089	1,820140731	0,818283	0,829117
elefante	africano	1	23	40	cz	1	1	546,39165	elefanteafricano	adj	0,382056	1,878454206	0,853199	0,807987
elefante	europeo	0	23	50	cedx	0	1	789,14464	elefanteeuropeo	adj	0,121022	NA	NA	NA
erba	rossa	0	23	31	cedx	0	1	353,31187	erbarossa	adj	0,158657	NA	NA	NA
erba	secca	1	23	10	cz	1	1	638,16917	erbasecca	adj	0,190331	2,273163785	0,827444	0,708771
famiglia	semplice	1	23	18	cz	1	1	491,04041	famigliasemplice	adj	-0,05081	4,177699425	0,734013	0,640959
ferita	aperta	1	23	63	cedx	1	1	351,69463	feritaaperta	adj	0,201439	1,964252989	0,839596	0,701203
ferita	otturata	0	23	21	cedx	0	1	561,80353	feritaotturata	adj	0,308061	NA	NA	NA
ferro	caldo	1	23	42	cz	1	1	570,6286	ferrocaldo	adj	0,249321	2,92151307	0,814626	0,764775
fiamma	pigra	0	23	21	cz	0	1	386,79902	fiammapigra	adj	0,045414	NA	NA	NA
fiamma	viva	1	23	14	cz	1	1	450,73648	fiammaviva	adj	0,216274	2,279429335	0,853498	0,693353
folla	rinsavita	0	23	29	cedx	0	1	812,54971	follarinsavita	adj	0,160667	NA	NA	NA
formaggio	fiacco	0	23	30	cedx	0	1	434,70734	formaggiofiacco	adj	0,076118	NA	NA	NA
formaggio	fresco	1	23	68	cedx	1	1	470,29455	formaggiofresco	adj	0,406516	1,605466861	0,87782	0,794474
fragola	fresca	1	23	3	cz	0	0	632,91068	fragolafresca	adj	0,282877	3,860637417	0,803578	0,798203
fragola	rancida	0	23	52	cz	0	1	789,5192	fragolarancida	adj	0,336059	NA	NA	NA
fumo	nero	1	23	65	cz	1	1	272,91632	fumonero	adj	0,187792	1,934960346	0,8382	0,693067
fumo	pulito	0	23	13	cz	0	1	472,4657	fumopulito	adj	0,158131	NA	NA	NA
