sbj	session	stimulation	list	picturenr	picture	distractor	condition	response	accuracy	errorType	logfile	rt
1	1	pMTG	1	1	Zug.png	Tomate	u	Zug	1	NA	logfiles-001-20180618143231	0.729242630385487
1	1	pMTG	1	2	Hantel.png	Ball	r	Hantel	1	NA	logfiles-002-20180618143237	0.740198848770277
1	1	pMTG	1	3	Schraube.png	Brokkoli	u	Schraube	1	NA	logfiles-003-20180618143243	0.945262913564376
1	1	pMTG	1	4	Nase.png	Bohrer	u	Nase	1	NA	logfiles-004-20180618143249	0.763003056294981
1	1	pMTG	1	5	Spitzer.png	Lineal	r	Spitzer	1	NA	logfiles-005-20180618143255	0.957071394214251
1	1	pMTG	1	6	Kleid.png	Tisch	u	Kleid	1	NA	logfiles-006-20180618143301	0.740399583256726
1	1	pMTG	1	7	Klavier.png	Trompete	r	0	0	3	logfiles-007-20180618143307	0
1	1	pMTG	1	8	Delphin.png	Hirsch	r	Delphin	1	NA	logfiles-008-20180618143314	0.791547423567128
1	1	pMTG	1	9	Schlaeger.png	Hantel	r	0	0	3	logfiles-009-20180618143320	0
1	1	pMTG	1	10	Stuhl.png	Messer	u	Stuhl	1	NA	logfiles-010-20180618143326	0.700824964906597
1	1	pMTG	1	11	Birne.png	Kiwi	r	Birne	1	NA	logfiles-011-20180618143332	1.08858743497398
1	1	pMTG	1	12	Ohr.png	Ohr	t	Ohr	1	NA	logfiles-012-20180618143338	0.865815066767447
1	1	pMTG	1	13	Auto.png	Banane	u	Auto	1	NA	logfiles-013-20180618143344	0.792119641507396
1	1	pMTG	1	14	Gabel.png	Nase	u	Gabel	1	NA	logfiles-014-20180618143350	0.758903318903319
1	1	pMTG	1	15	Fahrrad.png	Schaf	u	Fahrrad	1	NA	logfiles-015-20180618143356	0.808205257411606
1	1	pMTG	1	16	Fernseher.png	Fernseher	t	Fernseher	1	NA	logfiles-016-20180618143402	0.843275888133031
1	1	pMTG	1	17	Spitzer.png	Spitzer	t	Spitzer	1	NA	logfiles-017-20180618143408	0.73424684159378
1	1	pMTG	1	18	Bluse.png	Hose	r	Bluse	1	NA	logfiles-018-20180618143414	1.08236734693877
1	1	pMTG	1	19	Sessel.png	Bett	r	Sessel	1	NA	logfiles-019-20180618143420	0.990474218672976
1	1	pMTG	1	20	Fabrik.png	Kleid	u	Fabrik	1	NA	logfiles-020-20180618143426	0.797389770723104
1	1	pMTG	1	21	Lineal.png	Lineal	t	Lineal	1	NA	logfiles-021-20180618143432	0.683833279343483
1	1	pMTG	1	22	Zug.png	Zug	t	Zug	1	NA	logfiles-022-20180618143438	0.711919434440442
1	1	pMTG	1	23	Wolf.png	Delphin	r	Wolf	1	NA	logfiles-023-20180618143445	0.814334554334554
1	1	pMTG	1	24	Gabel.png	Pfanne	r	Gabel	1	NA	logfiles-024-20180618143451	0.740725623582766
1	1	pMTG	1	25	Kiwi.png	Apfel	r	Kiwi	1	NA	logfiles-025-20180618143457	0.763352520495377
1	1	pMTG	1	26	Fernseher.png	Roller	u	Fernseher	1	NA	logfiles-026-20180618143503	0.996521373981691
1	1	pMTG	1	27	Bein.png	Kommode	u	Bein	1	NA	logfiles-027-20180618143509	0.842349821284446
1	1	pMTG	1	28	Birne.png	Birne	t	Birne	1	NA	logfiles-028-20180618143515	0.746390022675737
1	1	pMTG	1	29	Nase.png	Mund	r	Nase	1	NA	logfiles-029-20180618143521	0.723492063492063
1	1	pMTG	1	30	Bohrer.png	Schraube	r	0	0	3	logfiles-030-20180618143527	0
1	1	pMTG	1	31	Drucker.png	Trommel	u	Drucker	1	NA	logfiles-031-20180618143533	0.854528963100391
1	1	pMTG	1	32	Brokkoli.png	Brokkoli	t	Brokkoli	1	NA	logfiles-032-20180618143539	0.859777365491651
1	1	pMTG	1	33	Wolf.png	Wolf	t	Wolf	1	NA	logfiles-033-20180618143545	0.700544217687074
1	1	pMTG	1	34	Kartoffel.png	Brokkoli	r	Kartoffel	1	NA	logfiles-034-20180618143551	0.853621639131843
1	1	pMTG	1	35	Harfe.png	Harfe	t	Harfe	1	NA	logfiles-035-20180618143557	0.677453262786596
1	1	pMTG	1	36	Heft.png	Heft	t	Heft	1	NA	logfiles-036-20180618143603	0.728945578231292
1	1	pMTG	1	37	Ohr.png	Bein	r	Ohr	1	NA	logfiles-037-20180618143609	0.790939423388403
1	1	pMTG	1	38	Muehle.png	Kirche	r	Muehle	1	NA	logfiles-038-20180618143615	0.751996450754214
1	1	pMTG	1	39	Auto.png	Zug	r	Auto	1	NA	logfiles-039-20180618143622	0.706589130275766
1	1	pMTG	1	40	Brokkoli.png	Drucker	u	Brokkoli	1	NA	logfiles-040-20180618143628	0.71770695492809
1	1	pMTG	1	41	Kirche.png	Kirche	t	Kirche	1	NA	logfiles-041-20180618143634	0.752562358276644
1	1	pMTG	1	42	Wolf.png	Schlaeger	u	Wolf	1	NA	logfiles-042-20180618143640	0.683434954228605
1	1	pMTG	1	43	Hirsch.png	Kaninchen	r	Hirsch	1	NA	logfiles-043-20180618143646	0.871541621479509
1	1	pMTG	1	44	Schuessel.png	Fabrik	u	Schuessel	1	NA	logfiles-044-20180618143652	0.842942662779397
1	1	pMTG	1	45	Erbse.png	Erbse	t	Erbse	1	NA	logfiles-045-20180618143658	0.802046485260771
1	1	pMTG	1	46	Mund.png	Mund	t	Mund	1	NA	logfiles-046-20180618143704	0.671947278911564
1	1	pMTG	1	47	Muehle.png	Muehle	t	Muehle	1	NA	logfiles-047-20180618143710	0.740362811791383
1	1	pMTG	1	48	Ananas.png	Topf	u	Ananas	1	NA	logfiles-048-20180618143716	0.803310657596371
1	1	pMTG	1	49	Schlaeger.png	Kartoffel	u	Schlaeger	1	NA	logfiles-049-20180618143722	0.648920731413132
1	1	pMTG	1	50	Nase.png	Nase	t	Nase	1	NA	logfiles-050-20180618143728	0.705279667422524
1	1	pMTG	1	51	Kirche.png	Wolf	u	Kirche	1	NA	logfiles-051-20180618143734	0.763444740214926
1	1	pMTG	1	52	Heft.png	Spitzer	r	Heft	1	NA	logfiles-052-20180618143740	0.888643235071806
1	1	pMTG	1	53	Bohrer.png	Bohrer	t	Bohrer	1	NA	logfiles-053-20180618143746	1.01962286669053
1	1	pMTG	1	54	Gurke.png	Gurke	t	Gurke	1	NA	logfiles-054-20180618143752	0.77457596371882
1	1	pMTG	1	55	Kiwi.png	Kiwi	t	Kiwi	1	NA	logfiles-055-20180618143759	0.706107331821617
1	1	pMTG	1	56	Kommode.png	Ohr	u	Kommode	1	NA	logfiles-056-20180618143805	0.729014477585906
1	1	pMTG	1	57	Trompete.png	Trompete	t	Trompete	1	NA	logfiles-057-20180618143811	0.706214715771366
1	1	pMTG	1	58	Floete.png	Floete	t	Floete	1	NA	logfiles-058-20180618143817	0.673271655328798
1	1	pMTG	1	59	Trommel.png	Auto	u	Trommel	1	NA	logfiles-059-20180618143823	0.860219198790627
1	1	pMTG	1	60	Erbse.png	Gurke	r	Erbse	1	NA	logfiles-060-20180618143829	0.819652305366591
1	1	pMTG	1	61	Zange.png	Heft	u	Zange	1	NA	logfiles-061-20180618143835	0.934591416813639
1	1	pMTG	1	62	Kartoffel.png	Lineal	u	Kartoffel	1	NA	logfiles-062-20180618143841	0.711678004535147
1	1	pMTG	1	63	Drucker.png	Fernseher	r	Drucker	1	NA	logfiles-063-20180618143847	0.768909503195217
1	1	pMTG	1	64	Gabel.png	Gabel	t	Gabel	1	NA	logfiles-064-20180618143853	0.592181909800957
1	1	pMTG	1	65	Bus.png	Stuhl	u	Bus	1	NA	logfiles-065-20180618143859	1.42412131519274
1	1	pMTG	1	66	Telefon.png	Drucker	r	Telefon	1	NA	logfiles-066-20180618143905	0.945003779289493
1	1	pMTG	1	67	Floete.png	Trommel	r	Floete	1	NA	logfiles-067-20180618143911	0.82579573325929
1	1	pMTG	1	68	Bett.png	Bett	t	Bett	1	NA	logfiles-068-20180618143917	0.83094837935174
1	1	pMTG	1	69	Zange.png	Bohrer	r	Zange	1	NA	logfiles-069-20180618143923	0.808813303099017
1	1	pMTG	1	70	Lineal.png	Mund	u	Lineal	1	NA	logfiles-070-20180618143929	0.814625850340136
1	1	pMTG	1	71	Kartoffel.png	Kartoffel	t	Kartoffel	1	NA	logfiles-071-20180618143935	0.751794805972703
1	1	pMTG	1	72	Brokkoli.png	Tomate	r	Brokkoli	1	NA	logfiles-072-20180618143941	0.717551020408163
1	1	pMTG	1	73	Bluse.png	Bluse	t	Bluse	1	NA	logfiles-073-20180618143948	0.814460641399417
1	1	pMTG	1	74	Schlaeger.png	Schlaeger	t	Schlaeger	1	NA	logfiles-074-20180618143954	0.643522297808012
1	1	pMTG	1	75	Pfanne.png	Bein	u	Pfanne	1	NA	logfiles-075-20180618144000	0.837207913050277
1	1	pMTG	1	76	Telefon.png	Apfel	u	Telefon	1	NA	logfiles-076-20180618144006	0.723365868086365
1	1	pMTG	1	77	Hose.png	Hose	t	Hose	1	NA	logfiles-077-20180618144012	0.757133554276411
1	1	pMTG	1	78	Ball.png	Ball	t	Ball	1	NA	logfiles-078-20180618144018	0.723823478109192
1	1	pMTG	1	79	Ohr.png	Zange	u	Ohr	1	NA	logfiles-079-20180618144024	0.802347810919239
1	1	pMTG	1	80	Messer.png	Messer	t	Messer	1	NA	logfiles-080-20180618144030	0.729012849584278
1	1	pMTG	1	81	Schuessel.png	Schuessel	t	Schuessel	1	NA	logfiles-081-20180618144036	0.71110544217687
1	1	pMTG	1	82	Delphin.png	Telefon	u	Delphin	1	NA	logfiles-082-20180618144042	0.729527298098726
1	1	pMTG	1	83	Mund.png	Erbse	u	Mund	1	NA	logfiles-083-20180618144048	0.712335600907029
1	1	pMTG	1	84	Stuhl.png	Kommode	r	Stuhl	1	NA	logfiles-084-20180618144054	0.871437641723356
1	1	pMTG	1	85	Banane.png	Banane	t	Banane	1	NA	logfiles-085-20180618144100	0.683399092970521
1	1	pMTG	1	86	Klavier.png	Klavier	t	Klavier	1	NA	logfiles-086-20180618144106	0.705934564301911
1	1	pMTG	1	87	Apfel.png	Banane	r	Apfel	1	NA	logfiles-087-20180618144112	0.745997732426303
1	1	pMTG	1	88	Drucker.png	Drucker	t	Drucker	1	NA	logfiles-088-20180618144118	0.734662698412698
1	1	pMTG	1	89	Bein.png	Bein	t	Bein	1	NA	logfiles-089-20180618144124	0.705730612244898
1	1	pMTG	1	90	Messer.png	Topf	r	Messer	1	NA	logfiles-090-20180618144130	0.728371882086167
1	1	pMTG	1	91	Trommel.png	Klavier	r	Trommel	1	NA	logfiles-091-20180618144137	0.78037037037037
1	1	pMTG	1	92	Kommode.png	Kommode	t	Kommode	1	NA	logfiles-092-20180618144143	0.688937074829931
1	1	pMTG	1	93	Fernseher.png	Telefon	r	Fernseher	1	NA	logfiles-093-20180618144149	0.865822431536717
1	1	pMTG	1	94	Ananas.png	Birne	r	Ananas	1	NA	logfiles-094-20180618144155	0.763345543345543
1	1	pMTG	1	95	Bus.png	Roller	r	Bus	1	NA	logfiles-095-20180618144201	1.45857898715041
1	1	pMTG	1	96	Spitzer.png	Harfe	u	Spitzer	1	NA	logfiles-096-20180618144207	0.80831746031746
1	1	pMTG	1	97	Schraube.png	Schraube	t	Schraube	1	NA	logfiles-097-20180618144213	0.762521008403361
1	1	pMTG	1	98	Tisch.png	Tisch	t	Tisch	1	NA	logfiles-098-20180618144219	0.797324263038548
1	1	pMTG	1	99	Hantel.png	Hantel	t	Hantel	1	NA	logfiles-099-20180618144225	0.774563320277606
1	1	pMTG	1	100	Bohrer.png	Hose	u	Schrauber	0	6	logfiles-100-20180618144231	0.739996220710506
1	1	pMTG	1	101	Erbse.png	Bluse	u	Erbse	1	NA	logfiles-101-20180618144237	0.785986394557823
1	1	pMTG	1	102	Fahrrad.png	Auto	r	Fahrrad	1	NA	logfiles-102-20180618144243	0.774566893424036
1	1	pMTG	1	103	Sessel.png	Sessel	t	Sessel	1	NA	logfiles-103-20180618144249	0.854599686028257
1	1	pMTG	1	104	Lineal.png	Heft	r	Lineal	1	NA	logfiles-104-20180618144255	0.70656462585034
1	1	pMTG	1	105	Roller.png	Roller	t	Roller	1	NA	logfiles-105-20180618144301	0.712803069945927
1	1	pMTG	1	106	Schuessel.png	Messer	r	Schuessel	1	NA	logfiles-106-20180618144307	0.678105703819989
1	1	pMTG	1	107	Apfel.png	Apfel	t	Apfel	1	NA	logfiles-107-20180618144313	0.683384200527057
1	1	pMTG	1	108	Schaf.png	Schaf	t	Schaf	1	NA	logfiles-108-20180618144319	0.655263536308832
1	1	pMTG	1	109	Trompete.png	Bus	u	Trompete	1	NA	logfiles-109-20180618144325	0.79766320563313
1	1	pMTG	1	110	Tomate.png	Tomate	t	Tomate	1	NA	logfiles-110-20180618144331	0.660387548958977
1	1	pMTG	1	111	Banane.png	Pfanne	u	Banane	1	NA	logfiles-111-20180618144338	0.876816326530612
1	1	pMTG	1	112	Kleid.png	Kleid	t	Kleid	1	NA	logfiles-112-20180618144344	0.66610260770975
1	1	pMTG	1	113	Floete.png	Gurke	u	Floete	1	NA	logfiles-113-20180618144350	0.774657164453082
1	1	pMTG	1	114	Kommode.png	Sessel	r	Kommode	1	NA	logfiles-114-20180618144356	0.677858114674441
1	1	pMTG	1	115	Heft.png	Ananas	u	Heft	1	NA	logfiles-115-20180618144402	0.678431793770139
1	1	pMTG	1	116	Hantel.png	Schuessel	u	Hantel	1	NA	logfiles-116-20180618144408	0.614690388976103
1	1	pMTG	1	117	Kiwi.png	Trompete	u	Kiwi	1	NA	logfiles-117-20180618144414	0.728934240362811
1	1	pMTG	1	118	Telefon.png	Telefon	t	Telefon	1	NA	logfiles-118-20180618144420	0.666938775510204
1	1	pMTG	1	119	Topf.png	Gabel	r	Topf	1	NA	logfiles-119-20180618144426	0.746394557823129
1	1	pMTG	1	120	Zange.png	Zange	t	Zange	1	NA	logfiles-120-20180618144432	0.655685131195335
1	1	pMTG	1	121	Delphin.png	Delphin	t	Delphin	1	NA	logfiles-121-20180618144438	0.672081632653061
1	1	pMTG	1	122	Kaninchen.png	Kaninchen	t	Kaninchen	1	NA	logfiles-122-20180618144444	0.746923658352229
1	1	pMTG	1	123	Bluse.png	Schraube	u	Bluse	1	NA	logfiles-123-20180618144450	1.35035881019074
1	1	pMTG	1	124	Fabrik.png	Fabrik	t	Fabrik	1	NA	logfiles-124-20180618144456	0.717384731670446
1	1	pMTG	1	125	Tisch.png	Kiwi	u	Tisch	1	NA	logfiles-125-20180618144502	0.671740992693373
1	1	pMTG	1	126	Roller.png	Birne	u	Roller	1	NA	logfiles-126-20180618144508	0.728895017466446
1	1	pMTG	1	127	Topf.png	Kaninchen	u	Topf	1	NA	logfiles-127-20180618144514	0.637290846163026
1	1	pMTG	1	128	Bett.png	Tisch	r	Bett	1	NA	logfiles-128-20180618144520	0.71750566893424
1	1	pMTG	1	129	Pfanne.png	Schuessel	r	Pfanne	1	NA	logfiles-129-20180618144526	0.774826908541194
1	1	pMTG	1	130	Kaninchen.png	Gabel	u	Kaninchen	1	NA	logfiles-130-20180618144532	0.678589065255731
1	1	pMTG	1	131	Stuhl.png	Stuhl	t	Stuhl	1	NA	logfiles-131-20180618144539	0.626530612244898
1	1	pMTG	1	132	Gurke.png	Arm	u	Gurke	1	NA	logfiles-132-20180618144545	0.734890400604686
1	1	pMTG	1	133	Fabrik.png	Muehle	r	Fabrik	1	NA	logfiles-133-20180618144551	0.700762729334158
1	1	pMTG	1	134	Trompete.png	Harfe	r	Trompete	1	NA	logfiles-134-20180618144557	0.687703271784904
1	1	pMTG	1	135	Tisch.png	Stuhl	r	Tisch	1	NA	logfiles-135-20180618144603	0.826181237927269
1	1	pMTG	1	136	Arm.png	Zug	u	Arm	1	NA	logfiles-136-20180618144609	0.717619047619047
1	1	pMTG	1	137	Trommel.png	Trommel	t	Trommel	1	NA	logfiles-137-20180618144615	0.87288394145537
1	1	pMTG	1	138	Kleid.png	Bluse	r	Kleid	1	NA	logfiles-138-20180618144621	1.17889095031952
1	1	pMTG	1	139	Harfe.png	Floete	r	Harfe	1	NA	logfiles-139-20180618144627	0.722149659863945
1	1	pMTG	1	140	Hirsch.png	Sessel	u	Hirsch	1	NA	logfiles-140-20180618144633	0.729119561493662
1	1	pMTG	1	141	Tomate.png	Erbse	r	Tomate	1	NA	logfiles-141-20180618144639	0.728972033257747
1	1	pMTG	1	142	Banane.png	Ananas	r	Banane	1	NA	logfiles-142-20180618144645	1.03632653061224
1	1	pMTG	1	143	Klavier.png	Bett	u	Klavier	1	NA	logfiles-143-20180618144651	0.706218190980095
1	1	pMTG	1	144	Bein.png	Nase	r	Bein	1	NA	logfiles-144-20180618144657	0.750813807004283
1	1	pMTG	1	145	Ananas.png	Ananas	t	Ananas	1	NA	logfiles-145-20180618144703	0.826135615536537
1	1	pMTG	1	146	Kirche.png	Fabrik	r	Kirche	1	NA	logfiles-146-20180618144709	1.0538908896892
1	1	pMTG	1	147	Hose.png	Spitzer	u	Hose	1	NA	logfiles-147-20180618144715	0.791686167800453
1	1	pMTG	1	148	Kaninchen.png	Schaf	r	Kaninchen	1	NA	logfiles-148-20180618144721	0.722896825396825
1	1	pMTG	1	149	Harfe.png	Ball	u	Harfe	1	NA	logfiles-149-20180618144727	0.67205524634096
1	1	pMTG	1	150	Hirsch.png	Hirsch	t	Hirsch	1	NA	logfiles-150-20180618144733	0.763366916386807
1	1	pMTG	1	151	Ball.png	Schlaeger	r	Ball	1	NA	logfiles-151-20180618144740	0.734348931491788
1	1	pMTG	1	152	Gurke.png	Kartoffel	r	Gurke	1	NA	logfiles-152-20180618144746	0.741022469593898
1	1	pMTG	1	153	Birne.png	Floete	u	Birne	1	NA	logfiles-153-20180618144752	0.769552154195011
1	1	pMTG	1	154	Pfanne.png	Pfanne	t	Pfanne	1	NA	logfiles-154-20180618144758	0.683489903898067
1	1	pMTG	1	155	Mund.png	Arm	r	Mund	1	NA	logfiles-155-20180618144804	0.700721088435374
1	1	pMTG	1	156	Zug.png	Bus	r	Zug	1	NA	logfiles-156-20180618144810	0.705976846879102
1	1	pMTG	1	157	Schaf.png	Wolf	r	Schaf	1	NA	logfiles-157-20180618144816	1.01891896894812
1	1	pMTG	1	158	Tomate.png	Fernseher	u	Tomate	1	NA	logfiles-158-20180618144822	0.723274853801169
1	1	pMTG	1	159	Topf.png	Topf	t	Topf	1	NA	logfiles-159-20180618144828	0.659829931972789
1	1	pMTG	1	160	Hose.png	Kleid	r	Hose	1	NA	logfiles-160-20180618144834	0.7290622915833
1	1	pMTG	1	161	Bett.png	Muehle	u	Bett	1	NA	logfiles-161-20180618144840	0.717874959507612
1	1	pMTG	1	162	Arm.png	Ohr	r	Arm	1	NA	logfiles-162-20180618144846	1.01979969765684
1	1	pMTG	1	163	Ball.png	Klavier	u	Ball	1	NA	logfiles-163-20180618144852	0.700494743351886
1	1	pMTG	1	164	Schraube.png	Zange	r	Schraube	1	NA	logfiles-164-20180618144858	0.723291891469231
1	1	pMTG	1	165	Fahrrad.png	Fahrrad	t	Fahrrad	1	NA	logfiles-165-20180618144904	0.61508459794174
1	1	pMTG	1	166	Bus.png	Bus	t	Bus	1	NA	logfiles-166-20180618144910	0.671813151927437
1	1	pMTG	1	167	Muehle.png	Fahrrad	u	Muehle	1	NA	logfiles-167-20180618144916	0.69516887456737
1	1	pMTG	1	168	Messer.png	Delphin	u	Messer	1	NA	logfiles-168-20180618144922	0.842321995464852
1	1	pMTG	1	169	Apfel.png	Hirsch	u	Apfel	1	NA	logfiles-169-20180618144928	0.683114134542706
1	1	pMTG	1	170	Auto.png	Auto	t	Auto	1	NA	logfiles-170-20180618144934	0.591535048802129
1	1	pMTG	1	171	Roller.png	Fahrrad	r	Roller	1	NA	logfiles-171-20180618144940	0.688787100025195
1	1	pMTG	1	172	Arm.png	Arm	t	Arm	1	NA	logfiles-172-20180618144947	0.608470647518266
1	1	pMTG	1	173	Sessel.png	Kirche	u	Sessel	1	NA	logfiles-173-20180618144953	0.843299596261268
1	1	pMTG	1	174	Schaf.png	Hantel	u	Schaf	1	NA	logfiles-174-20180618144959	0.786022253862785
1	2	Vertex	2	1	Traktor.png	Finger	u	0	0	3	logfiles-001-20180625155945	0
1	2	Vertex	2	2	Seil.png	Trampolin	r	Seil	1	NA	logfiles-002-20180625155951	0.784877344877345
1	2	Vertex	2	3	Saege.png	Traube	u	Saege	1	NA	logfiles-003-20180625155957	0.771354875283446
1	2	Vertex	2	4	Auge.png	Teller	u	Auge	1	NA	logfiles-004-20180625160003	0.711781305114638
1	2	Vertex	2	5	Radierer.png	Stift	r	Radierer	1	NA	logfiles-005-20180625160009	0.876285301999587
1	2	Vertex	2	6	Schuh.png	Karotte	u	Schuh	1	NA	logfiles-006-20180625160015	0.65534912815701
1	2	Vertex	2	7	Gitarre.png	Klarinette	r	Gitarre	1	NA	logfiles-007-20180625160021	1.38966742252456
1	2	Vertex	2	8	Robbe.png	Ziege	r	Robbe	1	NA	logfiles-008-20180625160027	0.801712890284318
1	2	Vertex	2	9	Trampolin.png	Kegel	r	Trampolin	1	NA	logfiles-009-20180625160034	0.747865241334629
1	2	Vertex	2	10	Regal.png	Paprika	u	Regal	1	NA	logfiles-010-20180625160040	0.969258179462261
1	2	Vertex	2	11	Orange.png	Traube	r	Orange	1	NA	logfiles-011-20180625160046	0.741128344671201
1	2	Vertex	2	12	Bauch.png	Bauch	t	Bauch	1	NA	logfiles-012-20180625160052	0.691687513715163
1	2	Vertex	2	13	Boot.png	Kirsche	u	Boot	1	NA	logfiles-013-20180625160058	0.857152716158927
1	2	Vertex	2	14	Sieb.png	Traktor	u	Sieb	1	NA	logfiles-014-20180625160104	0.708193499622071
1	2	Vertex	2	15	Flieger.png	Zwiebel	u	Flugzeug	1	Synonym	logfiles-015-20180625160110	0.747812157120912
1	2	Vertex	2	16	Radio.png	Radio	t	Radio	1	NA	logfiles-016-20180625160116	0.70427059712774
1	2	Vertex	2	17	Radierer.png	Radierer	t	Radierer	1	NA	logfiles-017-20180625160122	0.662683556181093
1	2	Vertex	2	18	Hut.png	Schuh	r	Hut	1	NA	logfiles-018-20180625160128	0.731143627262225
1	2	Vertex	2	19	Hocker.png	Lampe	r	Hocker	1	NA	logfiles-019-20180625160134	0.936431613295724
1	2	Vertex	2	20	Huette.png	Computer	u	Huette	1	NA	logfiles-020-20180625160140	0.694569160997732
1	2	Vertex	2	21	Locher.png	Locher	t	Locher	1	NA	logfiles-021-20180625160146	0.903253048967334
1	2	Vertex	2	22	Traktor.png	Traktor	t	Traktor	1	NA	logfiles-022-20180625160152	0.816973209036701
1	2	Vertex	2	23	Ameise.png	Robbe	r	Ameise	1	NA	logfiles-023-20180625160158	0.834037360976136
1	2	Vertex	2	24	Sieb.png	Glas	r	Sieb	1	NA	logfiles-024-20180625160204	0.6486951144094
1	2	Vertex	2	25	Zitrone.png	Orange	r	Zitrone	1	NA	logfiles-025-20180625160211	0.916761371215152
1	2	Vertex	2	26	Radio.png	Zitrone	u	Radio	1	NA	logfiles-026-20180625160217	0.830190742963852
1	2	Vertex	2	27	Fuss.png	Gitarre	u	Fuss	1	NA	logfiles-027-20180625160223	0.625603864734299
1	2	Vertex	2	28	Orange.png	Orange	t	Orange	1	NA	logfiles-028-20180625160229	0.733126732174351
1	2	Vertex	2	29	Auge.png	Fuss	r	Auge	1	NA	logfiles-029-20180625160235	0.648307565450422
1	2	Vertex	2	30	Nagel.png	Saege	r	Nagel	1	NA	logfiles-030-20180625160241	0.678745275888133
1	2	Vertex	2	31	Computer.png	Pullover	u	Computer	1	NA	logfiles-031-20180625160247	0.869325126876147
1	2	Vertex	2	32	Bohne.png	Bohne	t	Bohne	1	NA	logfiles-032-20180625160253	0.750654158173498
1	2	Vertex	2	33	Ameise.png	Ameise	t	Ameise	1	NA	logfiles-033-20180625160259	0.58885865457294
1	2	Vertex	2	34	Paprika.png	Bohne	r	Paprika	1	NA	logfiles-034-20180625160305	0.725407291121576
1	2	Vertex	2	35	Triangel.png	Triangel	t	Triangel	1	NA	logfiles-035-20180625160311	0.668509070294784
1	2	Vertex	2	36	Stift.png	Stift	t	Stift	1	NA	logfiles-036-20180625160317	0.602377712989957
1	2	Vertex	2	37	Bauch.png	Knie	r	Bauch	1	NA	logfiles-037-20180625160323	0.701649449903418
1	2	Vertex	2	38	Schule.png	Huette	r	Schule	1	NA	logfiles-038-20180625160329	0.797566137566137
1	2	Vertex	2	39	Boot.png	Flieger	r	Boot	1	NA	logfiles-039-20180625160335	0.727783251231527
1	2	Vertex	2	40	Bohne.png	Hammer	u	Bohne	1	NA	logfiles-040-20180625160341	0.751373599945028
1	2	Vertex	2	41	Burg.png	Burg	t	Burg	1	NA	logfiles-041-20180625160347	0.801203325774754
1	2	Vertex	2	42	Ameise.png	Triangel	u	Ameise	1	NA	logfiles-042-20180625160354	0.651779173207744
1	2	Vertex	2	43	Schwein.png	Ameise	r	Schwein	1	NA	logfiles-043-20180625160400	0.732419432419432
1	2	Vertex	2	44	Tasse.png	Laster	u	Tasse	1	NA	logfiles-044-20180625160406	0.778929705215419
1	2	Vertex	2	45	Pilz.png	Pilz	t	Pilz	1	NA	logfiles-045-20180625160412	0.783632437101825
1	2	Vertex	2	46	Finger.png	Finger	t	Finger	1	NA	logfiles-046-20180625160418	0.641789638932496
1	2	Vertex	2	47	Schule.png	Schule	t	Schule	1	NA	logfiles-047-20180625160424	0.731357304826692
1	2	Vertex	2	48	Erdbeere.png	Flieger	u	Erdbeere	1	NA	logfiles-048-20180625160430	0.67160544217687
1	2	Vertex	2	49	Trampolin.png	Locher	u	Trampolin	1	NA	logfiles-049-20180625160436	0.741317860477524
1	2	Vertex	2	50	Auge.png	Auge	t	Auge	1	NA	logfiles-050-20180625160442	0.639376639544706
1	2	Vertex	2	51	Burg.png	Pilz	u	Burg	1	NA	logfiles-051-20180625160448	0.967048031333745
1	2	Vertex	2	52	Stift.png	Locher	r	Stift	1	NA	logfiles-052-20180625160454	0.747845542841414
1	2	Vertex	2	53	Nagel.png	Nagel	t	Nagel	1	NA	logfiles-053-20180625160500	0.748465608465608
1	2	Vertex	2	54	Karotte.png	Karotte	t	Karotte	1	NA	logfiles-054-20180625160506	0.718082869511441
1	2	Vertex	2	55	Zitrone.png	Zitrone	t	Zitrone	1	NA	logfiles-055-20180625160512	0.635007849293563
1	2	Vertex	2	56	Lampe.png	Katze	u	Lampe	1	NA	logfiles-056-20180625160518	0.667927437641723
1	2	Vertex	2	57	Orgel.png	Orgel	t	Orgel	1	NA	logfiles-057-20180625160524	0.777641723356009
1	2	Vertex	2	58	Tuba.png	Tuba	t	Tuba	1	NA	logfiles-058-20180625160530	0.655247587407055
1	2	Vertex	2	59	Geige.png	Hocker	u	Violine	1	NA	logfiles-059-20180625160537	1.00853736765916
1	2	Vertex	2	60	Pilz.png	Zwiebel	r	Pilz	1	NA	logfiles-060-20180625160543	0.768001295756397
1	2	Vertex	2	61	Hammer.png	Orange	u	Hammer	1	NA	logfiles-061-20180625160549	0.625487528344671
1	2	Vertex	2	62	Paprika.png	Stift	u	Paprika	1	NA	logfiles-062-20180625160555	0.664448763632437
1	2	Vertex	2	63	Computer.png	Radio	r	Computer	1	NA	logfiles-063-20180625160601	0.784257999496094
1	2	Vertex	2	64	Sieb.png	Sieb	t	Sieb	1	NA	logfiles-064-20180625160607	0.676471165042593
1	2	Vertex	2	65	Bagger.png	Schrank	u	Bagger	1	NA	logfiles-065-20180625160613	0.747891156462585
1	2	Vertex	2	66	Handy.png	Computer	r	Telefon	0	6	logfiles-066-20180625160619	1.24486988446172
1	2	Vertex	2	67	Tuba.png	Gitarre	r	Tuba	1	NA	logfiles-067-20180625160625	0.893293479007764
1	2	Vertex	2	68	Sofa.png	Sofa	t	Sofa	1	NA	logfiles-068-20180625160631	0.675120714952647
