Subject	Age	Gender	Scolarity	Handedness	Session	Stimulus_Type	Ita_Word	Eng_Word	Accuracy	RTs
2	44	female	16	right	1	Pseudoword	TACRELOMIVO		1	692
2	44	female	16	right	1	Word	PENALITÀ	penalty	1	716
2	44	female	16	right	1	Word	LIBRERIA	bookcase	1	620
2	44	female	16	right	1	Word	MUCCA	cow	1	638
2	44	female	16	right	1	Pseudoword	FICI		1	783
2	44	female	16	right	1	Word	MAGISTRALE	masterful	1	750
2	44	female	16	right	1	Word	ABBANDONATO	derelict	1	660
2	44	female	16	right	1	Word	VELOCE	quick	1	610
2	44	female	16	right	1	Pseudoword	GONTO		1	655
2	44	female	16	right	1	Word	LANTERNA	lantern	1	594
2	44	female	16	right	1	Word	RUVIDO	rough	1	737
2	44	female	16	right	1	Word	DISTRUZIONE	destruction	1	653
2	44	female	16	right	1	Word	BASTONE	cane	1	549
2	44	female	16	right	1	Pseudoword	EMIBATTI		0	822
2	44	female	16	right	1	Pseudoword	GOTASO		1	609
2	44	female	16	right	1	Word	TRANQUILLO	leisurely	1	652
2	44	female	16	right	1	Pseudoword	ASVORTANA		1	667
2	44	female	16	right	1	Word	CHEROSENE	kerosene	0	638
2	44	female	16	right	1	Word	FIORE	flower	1	649
2	44	female	16	right	1	Word	MONDO	world	1	664
2	44	female	16	right	1	Pseudoword	BANE		1	587
2	44	female	16	right	1	Pseudoword	DECCILBENDO		1	838
2	44	female	16	right	1	Word	TERMITE	termite	1	707
2	44	female	16	right	1	Pseudoword	SIALETTA		1	737
2	44	female	16	right	1	Word	URAGANO	hurricane	1	809
2	44	female	16	right	1	Word	ATTIVARE	activate	1	685
2	44	female	16	right	1	Word	CARINO	cute	1	586
2	44	female	16	right	1	Pseudoword	PRELARSI		1	785
2	44	female	16	right	1	Pseudoword	TISCICALE		1	817
2	44	female	16	right	1	Word	FUCILE	shotgun	1	567
2	44	female	16	right	1	Word	LESBICA	lesbian	1	668
2	44	female	16	right	1	Pseudoword	MIPOCECCHI		1	778
2	44	female	16	right	1	Word	STUPRO	rape	1	663
2	44	female	16	right	1	Pseudoword	CILLIVANATO		1	803
2	44	female	16	right	1	Word	SPRAY	spray	1	702
2	44	female	16	right	1	Pseudoword	TELIRTA		1	717
2	44	female	16	right	1	Word	GIARRETTIERA	garter	1	1053
2	44	female	16	right	1	Word	GONNA	skirt	1	677
2	44	female	16	right	1	Word	MORBOSO	morbid	1	588
2	44	female	16	right	1	Word	UNITÀ	unit	1	671
2	44	female	16	right	1	Pseudoword	MEAMA		1	679
2	44	female	16	right	1	Word	APPRENDERE	learn	1	673
2	44	female	16	right	1	Word	NEVROTICO	neurotic	1	646
2	44	female	16	right	1	Word	FERITA	injury	1	563
2	44	female	16	right	1	Pseudoword	MOROTIMA		1	844
2	44	female	16	right	1	Pseudoword	ITRE		1	602
2	44	female	16	right	1	Word	POSTER	poster	1	597
2	44	female	16	right	1	Pseudoword	MIMETTA		1	633
2	44	female	16	right	1	Word	BESTEMMIA	blasphemy	1	711
2	44	female	16	right	1	Pseudoword	BEVATA		0	759
2	44	female	16	right	1	Word	ARCOBALENO	rainbow	1	692
2	44	female	16	right	1	Word	LETTERA	letter	1	612
2	44	female	16	right	1	Word	INFERIORE	inferior	1	782
2	44	female	16	right	1	Pseudoword	DOBBIATO		1	783
2	44	female	16	right	1	Pseudoword	PAMMERIALE		1	816
2	44	female	16	right	1	Word	PENSIEROSO	thoughtful	1	721
2	44	female	16	right	1	Pseudoword	FARILOMMO		1	708
2	44	female	16	right	1	Word	PIZZICOTTO	pinch	1	793
2	44	female	16	right	1	Pseudoword	CONASCE		1	756
2	44	female	16	right	1	Word	MONTAGNE_RUSSE	rollercoaster	1	1093
2	44	female	16	right	1	Pseudoword	BAGA		1	662
2	44	female	16	right	1	Pseudoword	DENGIALZIA		1	854
2	44	female	16	right	1	Word	ROSSO	red	1	585
2	44	female	16	right	1	Pseudoword	DEGRISCE		0	842
2	44	female	16	right	1	Word	TEORIA	theory	1	656
2	44	female	16	right	1	Word	LOTTA	fight	1	614
2	44	female	16	right	1	Word	RICONOSCENTE	thankful	1	820
2	44	female	16	right	1	Pseudoword	NACCONI		1	646
2	44	female	16	right	1	Word	ECCELLENZA	excellence	1	719
2	44	female	16	right	1	Pseudoword	VADILOLLA		1	685
2	44	female	16	right	1	Word	FALCO	hawk	1	636
2	44	female	16	right	1	Pseudoword	CETILE		1	620
2	44	female	16	right	1	Pseudoword	TONDANDO		1	749
2	44	female	16	right	1	Word	BANDIERA	flag	1	594
2	44	female	16	right	1	Pseudoword	VONE		1	630
2	44	female	16	right	1	Pseudoword	FARMOCO		1	882
2	44	female	16	right	1	Pseudoword	BARTILE		1	831
2	44	female	16	right	1	Pseudoword	ADOCI		1	548
2	44	female	16	right	1	Word	IMPIEGO	employment	1	639
2	44	female	16	right	1	Word	DESIDERIO	wish	1	678
2	44	female	16	right	1	Pseudoword	DIGNARDA		1	602
2	44	female	16	right	1	Pseudoword	RERNI		1	613
2	44	female	16	right	1	Word	NOIA	ennui	1	740
2	44	female	16	right	1	Pseudoword	ECCOTIVO		1	860
2	44	female	16	right	1	Word	MUSCOLOSO	muscular	1	743
2	44	female	16	right	1	Pseudoword	CAPACILZE		1	790
2	44	female	16	right	1	Pseudoword	DIMPINCANDO		1	841
2	44	female	16	right	1	Word	CELLULA	cell	1	688
2	44	female	16	right	1	Pseudoword	SMENGO		1	795
2	44	female	16	right	1	Pseudoword	UMALO		1	776
2	44	female	16	right	1	Word	PERSPICACIA	wit	1	907
2	44	female	16	right	1	Word	ATTRAENTE	handsome	1	650
2	44	female	16	right	1	Word	AGGRESSIONE	assault	1	780
2	44	female	16	right	1	Word	VELENO	poison	1	604
2	44	female	16	right	1	Pseudoword	SMAZZO		1	675
2	44	female	16	right	1	Word	LAUREATO	graduate	1	746
2	44	female	16	right	1	Pseudoword	REMIPICO		1	809
2	44	female	16	right	1	Word	MOTOCICLETTA	motorcycle	1	695
2	44	female	16	right	1	Word	MELMA	slime	0	571
2	44	female	16	right	1	Word	VINO	wine	1	571
2	44	female	16	right	1	Word	ACCORDO	agreement	1	650
2	44	female	16	right	1	Word	CUCINA	cuisine	1	538
2	44	female	16	right	1	Pseudoword	RIMPATARE		1	923
2	44	female	16	right	1	Word	ASSASSINO	assassin	1	657
2	44	female	16	right	1	Word	FIORIRE	blossom	1	614
2	44	female	16	right	1	Pseudoword	TESULA		1	670
2	44	female	16	right	1	Word	MEMORIA	memory	1	592
2	44	female	16	right	1	Pseudoword	SCUSSINO		1	721
2	44	female	16	right	1	Pseudoword	OLLALIATI		1	804
2	44	female	16	right	1	Pseudoword	BIBARTULE		1	735
2	44	female	16	right	1	Word	DEBOLE	feeble	1	606
2	44	female	16	right	1	Word	INTRUSO	intruder	1	837
2	44	female	16	right	1	Pseudoword	VISSO		1	612
2	44	female	16	right	1	Word	ABETE	fir	1	592
2	44	female	16	right	1	Pseudoword	PIDOI		1	588
2	44	female	16	right	1	Word	LENTO	slow	1	562
2	44	female	16	right	1	Pseudoword	OSCLAERLO		1	728
2	44	female	16	right	1	Pseudoword	VORSITE		1	610
2	44	female	16	right	1	Pseudoword	VAPPUTI		1	773
2	44	female	16	right	1	Word	ABITANTE	inhabitant	1	662
2	44	female	16	right	1	Pseudoword	SBRACCHI		1	742
2	44	female	16	right	1	Pseudoword	GROPPARE		1	841
2	44	female	16	right	1	Word	CALCIARE	kick	1	880
2	44	female	16	right	1	Word	QUALITÀ	quality	1	730
2	44	female	16	right	1	Word	AFFETTO	affection	1	677
2	44	female	16	right	1	Pseudoword	SIFI		1	536
2	44	female	16	right	1	Pseudoword	DESTONE		1	813
2	44	female	16	right	1	Pseudoword	ICCACI		1	698
2	44	female	16	right	1	Pseudoword	DUTO		1	529
2	44	female	16	right	1	Pseudoword	ACERSE		1	643
2	44	female	16	right	1	Pseudoword	SCUSCESI		1	891
2	44	female	16	right	1	Pseudoword	CIRGITIMOA		1	812
2	44	female	16	right	1	Word	DEPRESSO	depressed	1	674
2	44	female	16	right	1	Word	OBBEDIRE	obey	1	563
2	44	female	16	right	1	Word	OFFENDERSI	resent	1	694
2	44	female	16	right	1	Word	AUTUNNO	autumn	1	785
2	44	female	16	right	1	Word	VIGLIACCO	louse	1	904
2	44	female	16	right	1	Word	TENDA	curtains	1	687
2	44	female	16	right	1	Pseudoword	SUNCHIERESSE		1	847
2	44	female	16	right	1	Pseudoword	BEDANO		1	662
2	44	female	16	right	1	Pseudoword	BETORE		1	708
2	44	female	16	right	1	Word	SPERANZOSO	hopeful	1	934
2	44	female	16	right	1	Word	DISERTORE	deserter	1	1091
2	44	female	16	right	1	Word	SOMMESSO	subdued	1	929
2	44	female	16	right	1	Word	IMPAURITO	afraid	1	680
2	44	female	16	right	1	Pseudoword	BIBINECAMO		1	734
2	44	female	16	right	1	Pseudoword	FUNA		1	948
2	44	female	16	right	1	Word	IDEA	idea	1	732
2	44	female	16	right	1	Word	LEGGENDA	legend	1	578
2	44	female	16	right	1	Word	PIACERE	pleasure	1	525
2	44	female	16	right	1	Word	CERCHIO	circle	1	626
2	44	female	16	right	1	Word	CANDELABRO	candelabrum	0	1139
2	44	female	16	right	1	Word	SGRADEVOLE	nasty	1	1022
2	44	female	16	right	1	Word	PRIGIONE	prison	1	655
2	44	female	16	right	1	Word	GRAFFETTA	clip	1	722
2	44	female	16	right	1	Word	CONTENUTO	contents	1	552
2	44	female	16	right	1	Pseudoword	TAMINTIANO		1	705
2	44	female	16	right	1	Word	FETORE	stench	0	705
2	44	female	16	right	1	Word	OPINIONE	opinion	1	697
2	44	female	16	right	1	Pseudoword	AVVAGGUARI		1	878
2	44	female	16	right	1	Pseudoword	DENVIAMO		1	874
2	44	female	16	right	1	Word	MADRE	mother	1	577
2	44	female	16	right	1	Pseudoword	SMUDO		1	632
2	44	female	16	right	1	Word	ELEFANTE	elephant	1	578
2	44	female	16	right	1	Pseudoword	ARTUCE		1	786
2	44	female	16	right	1	Word	BICCHIERE	glass	1	514
2	44	female	16	right	1	Word	INDIFFERENTE	indifferent	1	681
2	44	female	16	right	1	Pseudoword	SCOGANE		1	658
2	44	female	16	right	1	Pseudoword	RILLO		1	804
2	44	female	16	right	1	Pseudoword	AMOFRIME		1	751
2	44	female	16	right	1	Word	GRUMO	lump	1	949
2	44	female	16	right	1	Pseudoword	CONVURTI		1	813
2	44	female	16	right	1	Word	MORALE	moral	1	578
2	44	female	16	right	1	Pseudoword	CAUNTIVA		1	655
2	44	female	16	right	1	Pseudoword	LALLIMEA		1	654
2	44	female	16	right	1	Word	SOSPETTOSO	suspicious	1	675
2	44	female	16	right	1	Pseudoword	ISCANATO		1	618
2	44	female	16	right	1	Pseudoword	REPCEPRO		1	704
2	44	female	16	right	1	Word	SGABELLO	stool	1	614
2	44	female	16	right	1	Pseudoword	OCCLEVINTE		1	665
2	44	female	16	right	1	Word	EDIFICIO	building	1	702
2	44	female	16	right	1	Pseudoword	SCIDOTO		1	604
2	44	female	16	right	1	Word	CANNONE	cannon	1	642
2	44	female	16	right	1	Word	FRIGIDO	frigid	1	756
2	44	female	16	right	1	Pseudoword	REVE		1	641
2	44	female	16	right	1	Pseudoword	FINNINE		1	747
2	44	female	16	right	1	Pseudoword	GULSA		1	590
2	44	female	16	right	1	Pseudoword	TAVI		1	613
2	44	female	16	right	1	Pseudoword	SEGAI		1	585
2	44	female	16	right	1	Pseudoword	MONSATEMI		1	850
2	44	female	16	right	1	Pseudoword	MONNO		1	866
2	44	female	16	right	1	Word	NASO	nose	1	546
2	44	female	16	right	1	Pseudoword	PEVURENDI		1	770
2	44	female	16	right	1	Pseudoword	SVIENICAROE		1	935
2	44	female	16	right	1	Pseudoword	PREGALLO		1	883
2	44	female	16	right	1	Word	SOPRAFFATTO	overwhelmed	1	727
2	44	female	16	right	1	Word	NERO	black	1	534
2	44	female	16	right	1	Word	AFFAMATO	hungry	1	575
2	44	female	16	right	1	Word	CUSCINO	pillow	1	707
2	44	female	16	right	1	Word	ARMA	weapon	1	658
2	44	female	16	right	1	Word	VECCHIUME	mildew	1	817
2	44	female	16	right	1	Pseudoword	ANFATO		1	768
2	44	female	16	right	1	Pseudoword	SMENDRANEVE		0	1000
2	44	female	16	right	1	Pseudoword	SFESPRIA		1	1065
2	44	female	16	right	1	Pseudoword	NEMUTA		1	653
2	44	female	16	right	1	Word	VISTA	vision	1	671
2	44	female	16	right	1	Pseudoword	CAFRI		1	699
2	44	female	16	right	1	Pseudoword	PARVINA		1	650
2	44	female	16	right	1	Pseudoword	SPESTERE		1	728
2	44	female	16	right	1	Word	ATLETICA	athletics	1	776
2	44	female	16	right	1	Word	INCORAGGIARE	cheer	1	703
2	44	female	16	right	1	Word	TUFFATORE	diver	0	1252
2	44	female	16	right	1	Pseudoword	PRILLI		1	643
2	44	female	16	right	1	Pseudoword	EMISO		1	746
2	44	female	16	right	1	Word	GERME	germs	1	621
2	44	female	16	right	1	Pseudoword	TACCIONALE		1	1051
2	44	female	16	right	1	Word	GIOIA	joy	1	648
2	44	female	16	right	1	Pseudoword	RIPPANE		1	628
2	44	female	16	right	1	Word	INFEDELE	unfaithful	1	696
2	44	female	16	right	1	Word	COMODINO	bedside_table	1	665
2	44	female	16	right	1	Word	CACTUS	cactus	1	864
2	44	female	16	right	1	Pseudoword	CALSEO		1	771
2	44	female	16	right	1	Pseudoword	MANNERE		1	685
2	44	female	16	right	1	Word	PENNA	pen	1	649
2	44	female	16	right	1	Pseudoword	BISMESTICO		1	1005
2	44	female	16	right	1	Word	ECCITATO	aroused	1	785
2	44	female	16	right	1	Word	SCOLORINA	ink_remover	1	1032
2	44	female	16	right	1	Pseudoword	DEINI		1	624
2	44	female	16	right	1	Pseudoword	BECEVIO		1	671
2	44	female	16	right	1	Pseudoword	FORLI		0	884
2	44	female	16	right	1	Pseudoword	TOLCANTO		1	816
2	44	female	16	right	1	Word	PRIVACY	privacy	1	718
2	44	female	16	right	1	Pseudoword	TONGINI		1	642
2	44	female	16	right	1	Word	RIGIDO	rigid	1	633
2	44	female	16	right	1	Pseudoword	SIPPENI		1	623
2	44	female	16	right	1	Word	PISTOLA	pistol	1	563
2	44	female	16	right	1	Word	RIVOLTELLA	gun	1	849
2	44	female	16	right	1	Word	PIZZA	pizza	1	648
2	44	female	16	right	1	Pseudoword	TARLAGLI		1	720
2	44	female	16	right	1	Pseudoword	SGRARCARE		1	1105
2	44	female	16	right	1	Pseudoword	FETIRE		1	932
2	44	female	16	right	1	Word	BREZZA	breeze	1	714
2	44	female	16	right	1	Word	TUMORE	tumor	1	580
2	44	female	16	right	1	Word	ANGELO	angel	1	967
2	44	female	16	right	1	Word	PALUDE	swamp	1	611
2	44	female	16	right	1	Pseudoword	SCARO		1	678
2	44	female	16	right	1	Word	URLO	scream	1	726
2	44	female	16	right	1	Word	COLPIRE	hit	1	649
2	44	female	16	right	1	Word	FARFALLA	butterfly	1	649
2	44	female	16	right	1	Word	MIRACOLO	miracle	1	737
2	44	female	16	right	1	Word	MAGLIA	sweater	1	692
2	44	female	16	right	1	Pseudoword	DIVIRNO		1	747
2	44	female	16	right	1	Pseudoword	DANNERSI		1	940
2	44	female	16	right	1	Pseudoword	FESLANO		1	657
2	44	female	16	right	1	Pseudoword	TISBITRICE		1	745
2	44	female	16	right	1	Word	CUORE	heart	1	533
2	44	female	16	right	1	Word	HANDICAP	handicap	1	769
2	44	female	16	right	1	Word	GENTE	people	1	534
2	44	female	16	right	1	Pseudoword	SPELENE		1	716
2	44	female	16	right	1	Pseudoword	BEPERE		1	715
2	44	female	16	right	1	Pseudoword	ETOVANTE		1	769
2	44	female	16	right	1	Pseudoword	ULZAO		1	675
2	44	female	16	right	1	Pseudoword	DILLORGIREMO		1	849
2	44	female	16	right	1	Word	COMÒ	dresser	1	672
2	44	female	16	right	1	Pseudoword	TINESI		1	590
2	44	female	16	right	1	Pseudoword	FRUTTIOSO		1	1038
2	44	female	16	right	1	Pseudoword	CORMAMPIA		1	886
2	44	female	16	right	1	Pseudoword	NAVEMAZIONO		1	774
2	44	female	16	right	1	Word	CARCERE	jail	1	818
2	44	female	16	right	1	Word	BARCA	sailboat	1	603
2	44	female	16	right	1	Word	ODIO	hate	1	519
2	44	female	16	right	1	Pseudoword	DOLLASI		1	1087
2	44	female	16	right	1	Pseudoword	FADACE		1	692
2	44	female	16	right	1	Word	PUNTURA	prick	1	695
2	44	female	16	right	1	Pseudoword	MOCIBACA		1	629
2	44	female	16	right	1	Word	OPPRESSO	burdened	1	721
2	44	female	16	right	1	Pseudoword	RETOVERI		1	928
2	44	female	16	right	1	Pseudoword	OTTINATENE		1	837
2	44	female	16	right	1	Word	PERVERTITO	pervert	0	659
2	44	female	16	right	1	Word	DELIZIA	delight	1	535
2	44	female	16	right	1	Pseudoword	PACUTAMORE		1	676
2	44	female	16	right	1	Word	INNAMORATO	valentine	1	630
2	44	female	16	right	1	Word	PROBLEMA	trouble	1	695
2	44	female	16	right	1	Word	FORTUITO	haphazard	0	691
2	44	female	16	right	1	Pseudoword	TENSUCCHIO		1	1181
2	44	female	16	right	1	Word	NARCOTICO	narcotic	1	819
2	44	female	16	right	1	Word	PUGILE	boxer	1	607
2	44	female	16	right	1	Word	MAL_DI_DENTI	toothache	1	843
2	44	female	16	right	1	Pseudoword	FEPPURE		1	662
2	44	female	16	right	1	Pseudoword	LUERNAVIDATA		1	905
2	44	female	16	right	1	Pseudoword	BAZZENE		1	561
2	44	female	16	right	1	Word	IMMAGINARE	imagine	1	713
2	44	female	16	right	1	Word	SNOB	snob	1	718
2	44	female	16	right	1	Pseudoword	PABA		1	572
2	44	female	16	right	1	Word	CORTESIA	politeness	1	509
2	44	female	16	right	1	Word	UTILE	useful	1	682
2	44	female	16	right	1	Pseudoword	BEZZONI		1	585
2	44	female	16	right	1	Word	PROTETTO	protected	1	749
2	44	female	16	right	1	Pseudoword	BUEMNALA		1	724
2	44	female	16	right	1	Pseudoword	NILLO		1	853
2	44	female	16	right	1	Word	DELUDERE	disappoint	1	661
2	44	female	16	right	1	Pseudoword	MEPILATO		1	724
2	44	female	16	right	1	Word	CAOS	chaos	1	543
2	44	female	16	right	1	Pseudoword	CALLARE		1	765
2	44	female	16	right	1	Pseudoword	RACLAMERA		1	693
2	44	female	16	right	1	Word	APPLAUSO	applause	1	692
2	44	female	16	right	1	Word	COLPEVOLE	guilty	1	684
2	44	female	16	right	1	Word	MENTE	mind	1	575
2	44	female	16	right	1	Pseudoword	RIVOCUNAMOSO		1	851
2	44	female	16	right	1	Pseudoword	TUPPO		1	628
2	44	female	16	right	1	Word	DIAVOLO	devil	1	566
2	44	female	16	right	1	Word	BELLEZZA	beauty	1	593
2	44	female	16	right	1	Pseudoword	TIRLITUOLO		1	684
2	44	female	16	right	1	Word	MANICHINO	dummy	1	828
2	44	female	16	right	1	Pseudoword	TAVANTI		1	783
2	44	female	16	right	1	Pseudoword	LISBERIA		1	960
2	44	female	16	right	1	Word	BIONDO	blond	1	596
2	44	female	16	right	1	Word	GRASSO	fat	1	531
2	44	female	16	right	1	Pseudoword	DIMMADINASMO		1	820
2	44	female	16	right	1	Pseudoword	BUSCAIRE		1	777
2	44	female	16	right	1	Word	CRISI	crisis	1	586
2	44	female	16	right	1	Word	FAMELICO	starving	0	636
2	44	female	16	right	1	Pseudoword	TEFIDDE		1	699
2	44	female	16	right	1	Pseudoword	SISODO		1	644
2	44	female	16	right	1	Pseudoword	MIBROGESPA		1	910
2	44	female	16	right	1	Pseudoword	CUSSULE		1	682
2	44	female	16	right	1	Pseudoword	ENGANDI		1	720
2	44	female	16	right	1	Word	COSTA	coast	1	509
2	44	female	16	right	1	Pseudoword	GITTO		1	761
2	44	female	16	right	1	Pseudoword	DUEGANARI		1	651
2	44	female	16	right	1	Word	GIALLO	yellow	1	585
2	44	female	16	right	1	Pseudoword	OLETIBRIVO		1	665
2	44	female	16	right	1	Pseudoword	LIRTO		1	587
2	44	female	16	right	1	Word	ABBONDANZA	abundance	1	653
2	44	female	16	right	1	Word	RISERVATO	reserved	1	690
2	44	female	16	right	1	Pseudoword	SCARDI		1	651
2	44	female	16	right	1	Word	CENTROTAVOLA	centerpiece	1	1221
2	44	female	16	right	1	Pseudoword	CASCLUA		1	671
2	44	female	16	right	1	Word	PADRE	father	1	753
2	44	female	16	right	1	Word	DIO	god	1	538
2	44	female	16	right	1	Pseudoword	PILGHE		1	615
2	44	female	16	right	1	Pseudoword	RELENE		1	585
2	44	female	16	right	1	Word	MENTO	chin	1	572
2	44	female	16	right	1	Word	BOLLITORE	kettle	1	797
2	44	female	16	right	1	Pseudoword	PITTEFFIO		1	733
2	44	female	16	right	1	Pseudoword	GENGE		0	529
2	44	female	16	right	1	Word	PADELLA	pan	1	830
2	44	female	16	right	1	Word	CRIMINE	crime	1	677
2	44	female	16	right	1	Pseudoword	MAMENDECI		1	990
2	44	female	16	right	1	Pseudoword	DADIRE		1	841
2	44	female	16	right	1	Pseudoword	CALOTORI		1	1011
2	44	female	16	right	1	Word	NATURA	nature	1	534
2	44	female	16	right	1	Word	AMICO	friend	1	613
2	44	female	16	right	1	Word	MODESTO	modest	1	583
2	44	female	16	right	1	Word	COMMISSIONE	errand	1	668
2	44	female	16	right	1	Word	RIDICOLO	ridicule	1	644
2	44	female	16	right	1	Word	SOCIEVOLE	social	1	747
2	44	female	16	right	1	Pseudoword	SAVERE		1	670
2	44	female	16	right	1	Word	RANA	frog	1	717
2	44	female	16	right	1	Word	LADRO	thief	1	564
2	44	female	16	right	1	Pseudoword	SEVORCAVIANO		1	855
2	44	female	16	right	1	Word	TERRORIZZATO	terrified	1	736
2	44	female	16	right	1	Word	TRIONFO	triumph	1	750
2	44	female	16	right	1	Word	TRISTE	sad	1	488
2	44	female	16	right	1	Word	ACCETTAZIONE	acceptance	1	807
2	44	female	16	right	1	Pseudoword	MOTLESTESO		1	860
2	44	female	16	right	1	Pseudoword	SFAMPIRSI		1	895
2	44	female	16	right	1	Word	SOLEGGIATO	sunlight	1	857
2	44	female	16	right	1	Word	CORROTTO	corrupt	1	772
2	44	female	16	right	1	Pseudoword	ASCENTOLA		1	888
2	44	female	16	right	1	Pseudoword	DUNFONOSO		1	679
2	44	female	16	right	1	Pseudoword	DAGHI		1	830
2	44	female	16	right	1	Word	AVVENTURA	adventure	1	648
2	44	female	16	right	1	Word	CALZA	sock	1	1157
2	44	female	16	right	1	Word	BACO	maggot	1	796
2	44	female	16	right	1	Pseudoword	BURI		1	718
2	44	female	16	right	1	Word	CAMPIONE	champ	1	609
2	44	female	16	right	1	Word	SERENO	untroubled	1	560
2	44	female	16	right	1	Pseudoword	CHERVARE		1	743
2	44	female	16	right	1	Pseudoword	MODORE		1	742
2	44	female	16	right	1	Word	DISTURBARE	disturb	1	626
2	44	female	16	right	1	Word	ARROGANTE	arrogant	1	635
2	44	female	16	right	1	Word	PIETÀ	pity	1	485
2	44	female	16	right	1	Word	QUADERNO	copybook	1	518
2	44	female	16	right	1	Pseudoword	SOTTACO		1	538
2	44	female	16	right	1	Pseudoword	DUNDIA		1	599
2	44	female	16	right	1	Word	FARO	lighthouse	1	741
2	44	female	16	right	1	Pseudoword	TEMOCHIONE		1	1032
2	44	female	16	right	1	Word	CIECO	blind	1	649
2	44	female	16	right	1	Word	CREPUSCOLO	twilight	1	871
2	44	female	16	right	1	Word	GRAVE	severe	1	602
2	44	female	16	right	1	Word	SPORCO	dirt	1	621
2	44	female	16	right	1	Pseudoword	EDAI		1	586
2	44	female	16	right	1	Word	AGO	needle	1	530
2	44	female	16	right	1	Pseudoword	GRAPRAO		1	720
2	44	female	16	right	1	Pseudoword	TROGANERIO		1	759
2	44	female	16	right	1	Pseudoword	RIDRA		1	710
2	44	female	16	right	1	Word	PUNGENTE	pungent	1	715
2	44	female	16	right	1	Pseudoword	RARETTI		1	677
2	44	female	16	right	1	Pseudoword	BIFAE		1	647
2	44	female	16	right	1	Pseudoword	MESTINA		1	782
2	44	female	16	right	1	Pseudoword	PISME		1	602
2	44	female	16	right	1	Pseudoword	ARCACA		1	649
2	44	female	16	right	1	Pseudoword	SGRATOLDILENTI		1	1062
2	44	female	16	right	1	Pseudoword	CHIPRIRE		1	693
2	44	female	16	right	1	Pseudoword	CITTO		1	515
2	44	female	16	right	1	Pseudoword	VRATTA		1	521
2	44	female	16	right	1	Pseudoword	DANTANDIMO		1	750
2	44	female	16	right	1	Pseudoword	PARREMPLETTO		1	967
2	44	female	16	right	1	Pseudoword	SGREGAI		1	582
2	44	female	16	right	1	Word	ARTE	art	1	689
2	44	female	16	right	1	Word	FUOCO	fire	1	545
2	44	female	16	right	1	Pseudoword	TEPRE		1	671
2	44	female	16	right	1	Word	CARRO	wagon	1	781
2	44	female	16	right	1	Word	LIBERTÀ	freedom	1	587
2	44	female	16	right	1	Word	FORCHETTA	fork	1	653
2	44	female	16	right	1	Word	GROSSOLANO	coarse	1	707
2	44	female	16	right	1	Pseudoword	FALOI		1	601
2	44	female	16	right	1	Word	GIARDINO	garden	1	578
2	44	female	16	right	1	Word	SPORCIZIA	filth	1	744
2	44	female	16	right	1	Pseudoword	TISFIONE		1	799
2	44	female	16	right	1	Word	MAIALE	pig	1	629
2	44	female	16	right	1	Word	HOTEL	hotel	1	670
2	44	female	16	right	1	Pseudoword	RABRAGENDO		1	1113
2	44	female	16	right	1	Pseudoword	SCENSUTO		1	787
2	44	female	16	right	1	Pseudoword	DERNE		1	703
2	44	female	16	right	1	Word	RIPARATO	sheltered	1	798
2	44	female	16	right	1	Pseudoword	PAGODITIVO		1	821
2	44	female	16	right	1	Word	PINO	pine	1	480
2	44	female	16	right	1	Word	LENIRE	soothe	0	658
2	44	female	16	right	1	Pseudoword	TIRMESTI		1	771
2	44	female	16	right	1	Word	CARROZZA	carriage	1	601
2	44	female	16	right	1	Pseudoword	PIBONA		1	650
2	44	female	16	right	1	Pseudoword	RIGRI		1	907
2	44	female	16	right	1	Pseudoword	FONFORE		1	672
2	44	female	16	right	1	Pseudoword	STEPI		1	528
2	44	female	16	right	1	Word	BACIO	kiss	1	661
2	44	female	16	right	1	Word	FREDDO	cold	1	730
2	44	female	16	right	1	Pseudoword	ROLZO		1	638
2	44	female	16	right	1	Pseudoword	OLOI		1	658
2	44	female	16	right	1	Pseudoword	OMOMBOLI		1	798
2	44	female	16	right	1	Word	POTENTE	powerful	1	620
2	44	female	16	right	1	Word	CANOTTIERA	vest	1	781
2	44	female	16	right	1	Word	TRUFFA	fraud	1	634
2	44	female	16	right	1	Word	PIDOCCHI	lice	1	705
2	44	female	16	right	1	Pseudoword	STRUSSARMI		1	1135
2	44	female	16	right	1	Pseudoword	BESSENI		1	715
2	44	female	16	right	1	Word	RAPIDO	swift	1	568
2	44	female	16	right	1	Word	SPAZZATURA	garbage	1	608
2	44	female	16	right	1	Pseudoword	CONCLOTI		1	738
2	44	female	16	right	1	Pseudoword	STASPIRCI		1	736
2	44	female	16	right	1	Word	GUARDIA	watch	1	582
2	44	female	16	right	1	Pseudoword	AVOPRINIOLA		1	704
2	44	female	16	right	1	Word	BOCCA	mouth	1	604
2	44	female	16	right	1	Word	ABITO	dress	1	650
2	44	female	16	right	1	Pseudoword	MOCCHE		1	832
2	44	female	16	right	1	Pseudoword	CILPATO		1	691
2	44	female	16	right	1	Pseudoword	BIARPENTI		1	644
2	44	female	16	right	1	Word	CAVALLO	horse	1	663
2	44	female	16	right	1	Pseudoword	TORCECA		1	710
2	44	female	16	right	1	Pseudoword	MORGO		1	813
2	44	female	16	right	1	Pseudoword	SFOTA		1	531
2	44	female	16	right	1	Pseudoword	SCANCI		1	548
2	44	female	16	right	1	Word	FERIE	vacation	1	683
2	44	female	16	right	1	Word	LIBRO	book	1	563
