Subject	Age	Gender	Scolarity	Handedness	Session	Ita_Word	Eng_Word	Accuracy	RTs
2	21	female	13	left	1	INSALATA	salad	1	493
2	21	female	13	left	1	CANDELABRO	candelabrum	1	456
2	21	female	13	left	1	DEFORME	deformed	1	456
2	21	female	13	left	1	CARABINA	rifle	1	486
2	21	female	13	left	1	MERCATO	market	1	409
2	21	female	13	left	1	SCIOCCHEZZA	nonsense	1	424
2	21	female	13	left	1	COMPUTER	computer	1	457
2	21	female	13	left	1	SOLENNE	solemn	1	412
2	21	female	13	left	1	INDIGNAZIONE	outrage	1	467
2	21	female	13	left	1	ATLETICA	athletics	1	432
2	21	female	13	left	1	NUVOLOSO	overcast	1	431
2	21	female	13	left	1	ARRABBIATO	angry	1	432
2	21	female	13	left	1	SOGNO	dream	1	446
2	21	female	13	left	1	STUFA	stove	1	438
2	21	female	13	left	1	NOTIZIE	news	1	456
2	21	female	13	left	1	MANO	hand	1	447
2	21	female	13	left	1	GIALLO	yellow	1	470
2	21	female	13	left	1	CROCIFIGGERE	crucify	1	554
2	21	female	13	left	1	FALCO	hawk	1	522
2	21	female	13	left	1	AUTUNNO	autumn	1	422
2	21	female	13	left	1	CORAGGIOSO	brave	1	417
2	21	female	13	left	1	COLOMBO	dove	1	430
2	21	female	13	left	1	UTENSILE	utensil	1	444
2	21	female	13	left	1	INSOLENTE	insolent	1	498
2	21	female	13	left	1	PESTE	pest	1	476
2	21	female	13	left	1	VOMITO	vomit	1	513
2	21	female	13	left	1	STUPIDO	stupid	1	430
2	21	female	13	left	1	RISPOSTA	answer	1	419
2	21	female	13	left	1	ALIENO	alien	1	493
2	21	female	13	left	1	INCHIOSTRO	ink	1	316
2	21	female	13	left	1	CONTENUTO	contents	1	500
2	21	female	13	left	1	MUSEO	museum	1	461
2	21	female	13	left	1	VIVACE	lively	1	492
2	21	female	13	left	1	TRAUMA	trauma	1	482
2	21	female	13	left	1	PRECIPIZIO	cliff	1	506
2	21	female	13	left	1	PRATERIA	prairie	1	536
2	21	female	13	left	1	CANZONE	song	1	438
2	21	female	13	left	1	CODARDO	coward	1	446
2	21	female	13	left	1	RIPARATO	sheltered	1	433
2	21	female	13	left	1	BACIO	kiss	1	480
2	21	female	13	left	1	NODO	knot	1	436
2	21	female	13	left	1	FOLLE	mad	1	487
2	21	female	13	left	1	PASTELLO	pastel	1	476
2	21	female	13	left	1	BELLEZZA	beauty	1	524
2	21	female	13	left	1	FAMELICO	starving	1	539
2	21	female	13	left	1	BARCA	sailboat	1	489
2	21	female	13	left	1	TABACCO	tobacco	1	521
2	21	female	13	left	1	PENNA	pen	1	501
2	21	female	13	left	1	CHIESA	church	1	469
2	21	female	13	left	1	BURRO	butter	1	505
2	21	female	13	left	1	ZAFFIRO	sapphire	1	574
2	21	female	13	left	1	PECCATO	sin	1	477
2	21	female	13	left	1	ODIOSO	obnoxious	1	475
2	21	female	13	left	1	PALUDE	swamp	1	483
2	21	female	13	left	1	ISTRUZIONE	education	1	563
2	21	female	13	left	1	DISTACCATO	detached	1	540
2	21	female	13	left	1	ALCOLISTA	alcoholic	1	437
2	21	female	13	left	1	TEMPESTA	storm	1	495
2	21	female	13	left	1	ERBA	grass	1	478
2	21	female	13	left	1	GHIACCIAIO	glacier	1	563
2	21	female	13	left	1	SPIAGGIA	beach	1	448
2	21	female	13	left	1	CENA	dinner	1	292
2	21	female	13	left	1	ANGOSCIATO	anguished	1	395
2	21	female	13	left	1	VIAGGIARE	travel	1	465
2	21	female	13	left	1	SORPRESA	treat	1	413
2	21	female	13	left	1	QUARTO	quart	1	418
2	21	female	13	left	1	RISPETTOSO	respectful	1	400
2	21	female	13	left	1	DIPLOMA	diploma	1	447
2	21	female	13	left	1	DISASTRO	disaster	1	438
2	21	female	13	left	1	PERSONA	person	1	466
2	21	female	13	left	1	SCIOCCO	silly	1	373
2	21	female	13	left	1	AVIDITÀ	greed	1	413
2	21	female	13	left	1	SPAZIO	space	1	405
2	21	female	13	left	1	ASSICURARE	secure	1	426
2	21	female	13	left	1	QUERCIA	oak	1	421
2	21	female	13	left	1	OSTACOLARE	hinder	1	457
2	21	female	13	left	1	SPERANZA	hope	1	418
2	21	female	13	left	1	PIOGGIA	rain	1	437
2	21	female	13	left	1	AMBIZIONE	ambition	1	451
2	21	female	13	left	1	ABITUDINI	habit	1	304
2	21	female	13	left	1	BLATTA	cockroach	1	517
2	21	female	13	left	1	VILLAGGIO	village	1	573
2	21	female	13	left	1	CRANIO	skull	1	442
2	21	female	13	left	1	HANDICAP	handicap	1	489
2	21	female	13	left	1	MACELLO	slaughter	1	446
2	21	female	13	left	1	RICCHEZZE	riches	1	446
2	21	female	13	left	1	MACCHINA	machine	1	417
2	21	female	13	left	1	TORNADO	tornado	1	464
2	21	female	13	left	1	SESSO	sex	1	435
2	21	female	13	left	1	COMODINO	bedside_table	1	313
2	21	female	13	left	1	LENTO	slow	1	556
2	21	female	13	left	1	ECCEZIONALE	outstanding	1	510
2	21	female	13	left	1	NATURA	nature	1	451
2	21	female	13	left	1	SALVARE	save	1	512
2	21	female	13	left	1	COLTELLO	knife	1	271
2	21	female	13	left	1	PAURA	fear	1	268
2	21	female	13	left	1	DIVERTIMENTO	fun	1	484
2	21	female	13	left	1	MASSACRO	massacre	1	503
2	21	female	13	left	1	ACCOMODANTE	easygoing	1	462
2	21	female	13	left	1	RAGNO	spider	1	289
2	21	female	13	left	1	VELOCE	quick	1	448
2	21	female	13	left	1	DEPRESSO	depressed	1	511
2	21	female	13	left	1	CIECO	blind	1	247
2	21	female	13	left	1	VAMPIRO	vampire	1	311
2	21	female	13	left	1	MANTENIMENTO	alimony	1	527
2	21	female	13	left	1	ULCERA	ulcer	1	542
2	21	female	13	left	1	NOIA	ennui	1	495
2	21	female	13	left	1	INVESTIRE	invest	1	328
2	21	female	13	left	1	LIBERTÀ	freedom	1	520
2	21	female	13	left	1	DETESTARE	detest	1	467
2	21	female	13	left	1	DURO	hard	1	512
2	21	female	13	left	1	NATALE	christmas	1	524
2	21	female	13	left	1	ULIVO	olive_tree	1	524
2	21	female	13	left	1	BUONO	good	1	524
2	21	female	13	left	1	NARCOTICO	narcotic	1	567
2	21	female	13	left	1	SCHIVO	shy	1	458
2	21	female	13	left	1	VERDE	green	1	493
2	21	female	13	left	1	VANDALO	vandal	1	561
2	21	female	13	left	1	YACHT	yacht	1	602
2	21	female	13	left	1	METODO	method	1	477
2	21	female	13	left	1	RISPETTO	respect	1	427
2	21	female	13	left	1	ANGELO	angel	1	485
2	21	female	13	left	1	URAGANO	hurricane	1	496
2	21	female	13	left	1	NASO	nose	1	590
2	21	female	13	left	1	SCARPA	shoe	1	356
2	21	female	13	left	1	CUCCHIAIO	spoon	1	516
2	21	female	13	left	1	MUSICA	music	1	523
2	21	female	13	left	1	T-SHIRT	t-shirt	1	599
2	21	female	13	left	1	DISTURBARE	disturb	1	578
2	21	female	13	left	1	GRAVE	severe	1	334
2	21	female	13	left	1	FRIGIDO	frigid	1	516
2	21	female	13	left	1	VINCERE	win	1	514
2	21	female	13	left	1	VOGLIA	desire	1	520
2	21	female	13	left	1	MATTO	madman	1	533
2	21	female	13	left	1	BESTEMMIA	blasphemy	1	566
2	21	female	13	left	1	FRAGRANZA	fragrance	1	547
2	21	female	13	left	1	PUZZA	stink	1	492
2	21	female	13	left	1	LETAME	manure	1	489
2	21	female	13	left	1	FORCHETTA	fork	1	498
2	21	female	13	left	1	SCRIVANIA	desk	1	319
2	21	female	13	left	1	INSEGNANTE	teacher	1	504
2	21	female	13	left	1	CANCRENA	gangrene	1	562
2	21	female	13	left	1	DEBITO	debt	1	514
2	21	female	13	left	1	PRIVACY	privacy	1	488
2	21	female	13	left	1	LUSSO	luxury	1	351
2	21	female	13	left	1	OROLOGIO	clock	1	490
2	21	female	13	left	1	INFATUAZIONE	infatuation	1	215
2	21	female	13	left	1	ARTE	art	1	477
2	21	female	13	left	1	SIFILIDE	syphilis	1	323
2	21	female	13	left	1	SPOSO	spouse	1	434
2	21	female	13	left	1	CASINÒ	casino	1	478
2	21	female	13	left	1	RISATA	laughter	1	318
2	21	female	13	left	1	QUADRO	picture	1	430
2	21	female	13	left	1	SALVATORE	savior	1	435
2	21	female	13	left	1	SCHERZO	joke	1	414
2	21	female	13	left	1	ONESTO	honest	1	431
2	21	female	13	left	1	VIRTÙ	virtue	1	326
2	21	female	13	left	1	PRESSIONE	pressure	1	509
2	21	female	13	left	1	PIANTA	plant	1	494
2	21	female	13	left	1	SCOOTER	scooter	1	427
2	21	female	13	left	1	MANGIARE	eat	1	444
2	21	female	13	left	1	SUORA	nun	1	422
2	21	female	13	left	1	APE	bees	1	463
2	21	female	13	left	1	STATUA	statue	1	465
2	21	female	13	left	1	LISCIO	smooth	1	544
2	21	female	13	left	1	CICLONE	cyclone	1	525
2	21	female	13	left	1	CADUTA	fall	1	415
2	21	female	13	left	1	RANA	frog	1	404
2	21	female	13	left	1	MAL_DI_MARE	seasick	1	567
2	21	female	13	left	1	PALETTA	dustpan	1	467
2	21	female	13	left	1	GAMBA	leg	1	276
2	21	female	13	left	1	ECCITATO	aroused	1	471
2	21	female	13	left	1	FIDANZATO	sweetheart	1	533
2	21	female	13	left	1	MORTO	dead	1	567
2	21	female	13	left	1	LIBERO	free	1	479
2	21	female	13	left	1	SCIARPA	scarf	1	333
2	21	female	13	left	1	VETRO	glass	1	496
2	21	female	13	left	1	AUTOMOBILE	car	1	435
2	21	female	13	left	1	VILLETTA	cottage	1	539
2	21	female	13	left	1	DISTRUZIONE	destruction	1	514
2	21	female	13	left	1	FECCIA	scum	1	500
2	21	female	13	left	1	IDOLO	idol	1	452
2	21	female	13	left	1	MIRACOLO	miracle	1	510
2	21	female	13	left	1	ADORABILE	adorable	1	523
2	21	female	13	left	1	AVVENTURA	adventure	1	422
2	21	female	13	left	1	PUNTURA	prick	1	163
2	21	female	13	left	1	TAVOLO	table	1	544
2	21	female	13	left	1	NASCONDERE	hide	1	424
2	21	female	13	left	1	PROBLEMA	trouble	1	490
2	21	female	13	left	1	INUTILE	useless	1	473
2	21	female	13	left	1	ELETTRODOMESTICO	appliance	1	518
2	21	female	13	left	1	MORBILLO	measles	1	469
2	21	female	13	left	1	SPIRITO	spirit	1	437
2	21	female	13	left	1	TERRIFICANTE	terrible	1	459
2	21	female	13	left	1	GIACCA	jacket	1	616
2	21	female	13	left	1	SCULACCIATA	spanking	1	416
2	21	female	13	left	1	SETA	silk	1	494
2	21	female	13	left	1	FORTE	strong	1	500
2	21	female	13	left	1	LUNATICO	moody	1	457
2	21	female	13	left	1	PASSIONE	passion	1	428
2	21	female	13	left	1	PIAZZA	square	1	268
2	21	female	13	left	1	DIAVOLO	devil	1	148
2	21	female	13	left	1	MOGLIE	wife	1	458
2	21	female	13	left	1	PADELLA	pan	1	454
2	21	female	13	left	1	GLORIA	glory	1	100
2	21	female	13	left	1	RAGAZZO	boy	1	194
2	21	female	13	left	1	ATTRAENTE	handsome	1	90
2	21	female	13	left	1	ABITO	dress	1	140
2	21	female	13	left	1	PARADISO	paradise	1	461
2	21	female	13	left	1	GIARRETTIERA	garter	1	526
2	21	female	13	left	1	CRIMINALE	criminal	1	448
2	21	female	13	left	1	BESTIA	beast	1	481
2	21	female	13	left	1	INONDAZIONE	flood	1	517
2	21	female	13	left	1	AFFETTO	affection	1	451
2	21	female	13	left	1	SPECCHIO	mirror	1	279
2	21	female	13	left	1	PANTALONE	trouser	1	473
2	21	female	13	left	1	RESPINTO	rejected	1	443
2	21	female	13	left	1	RICONOSCENTE	thankful	1	437
2	21	female	13	left	1	ABBRACCIO	hug	1	475
2	21	female	13	left	1	PUNGENTE	pungent	1	460
2	21	female	13	left	1	TEMPO	time	1	261
2	21	female	13	left	1	STRESSATO	distressed	1	474
2	21	female	13	left	1	CANE	dog	1	463
2	21	female	13	left	1	POLTRONA	armchair	1	461
2	21	female	13	left	1	CAREZZA	caress	1	439
2	21	female	13	left	1	GELATINA	jelly	1	477
2	21	female	13	left	1	ROCCIA	rock	1	458
2	21	female	13	left	1	SOLEGGIATO	sunlight	1	417
2	21	female	13	left	1	TRAMONTO	sunset	1	508
2	21	female	13	left	1	SOMMESSO	subdued	1	392
2	21	female	13	left	1	IMPAURITO	afraid	1	444
2	21	female	13	left	1	LENIRE	soothe	1	432
2	21	female	13	left	1	DISPREZZARE	despise	1	504
2	21	female	13	left	1	ELICOTTERO	helicopter	1	436
2	21	female	13	left	1	ORDINATO	tidy	1	147
2	21	female	13	left	1	SAGGIO	wise	1	425
2	21	female	13	left	1	CANTINA	cellar	1	465
2	21	female	13	left	1	BICCHIERE	glass	1	521
2	21	female	13	left	1	SPILLATRICE	stapler	1	415
2	21	female	13	left	1	ODIO	hate	1	444
2	21	female	13	left	1	FERIE	vacation	1	582
2	21	female	13	left	1	EVIDENZIATORE	marker	1	504
2	21	female	13	left	1	RIFIUTO	trash	1	423
2	21	female	13	left	1	DROGATO	addict	1	486
2	21	female	13	left	1	BREVETTO	patent	1	507
2	21	female	13	left	1	OPUSCOLO	pamphlet	1	499
2	21	female	13	left	1	CREPUSCOLO	twilight	1	496
2	21	female	13	left	1	COMÒ	dresser	1	357
2	21	female	13	left	1	GENERE	gender	1	566
2	21	female	13	left	1	INFORNARE	bake	1	529
2	21	female	13	left	1	CAPPELLO	hat	1	472
2	21	female	13	left	1	PROFUMO	perfume	1	515
2	21	female	13	left	1	PIEDE	foot	1	90
2	21	female	13	left	1	PASTICCIO	pie	1	557
2	21	female	13	left	1	BALCONE	balcony	1	509
2	21	female	13	left	1	FACCIA	face	1	547
2	21	female	13	left	1	IMPEGNATO	engaged	1	348
2	21	female	13	left	1	AGILITÀ	agility	1	114
2	21	female	13	left	1	PALAZZO	palace	1	513
2	21	female	13	left	1	TESTA	head	1	500
2	21	female	13	left	1	MORBOSO	morbid	1	532
2	21	female	13	left	1	RIVERENTE	reverent	1	500
2	21	female	13	left	1	CAPEZZOLO	nipple	1	475
2	21	female	13	left	1	SDEGNOSO	disdainful	1	298
2	21	female	13	left	1	CHEROSENE	kerosene	1	559
2	21	female	13	left	1	AUDACE	bold	1	455
2	21	female	13	left	1	MONTAGNE_RUSSE	rollercoaster	1	579
2	21	female	13	left	1	GIOCO	game	1	599
2	21	female	13	left	1	TROMBA	trumpet	1	524
2	21	female	13	left	1	MOMENTO	moment	1	468
2	21	female	13	left	1	AMICO	friend	1	497
2	21	female	13	left	1	ASPRO	sour	1	483
2	21	female	13	left	1	RICORDI	memories	1	420
2	21	female	13	left	1	EROTICO	erotic	1	512
2	21	female	13	left	1	STAMPELLA	crutch	1	479
2	21	female	13	left	1	FERITO	hurt	1	603
2	21	female	13	left	1	FORCINA	hairpin	1	559
2	21	female	13	left	1	POSSIBILITÀ	chance	1	532
2	21	female	13	left	1	UOVO	egg	1	536
2	21	female	13	left	1	SPOSA	bride	1	414
2	21	female	13	left	1	SENO	breast	1	530
2	21	female	13	left	1	TRAM	tram	1	481
2	21	female	13	left	1	TETTO	roof	1	495
2	21	female	13	left	1	BAMBOLA	doll	1	497
2	21	female	13	left	1	MALATTIA	illness	1	462
2	21	female	13	left	1	CARAMELLA	candy	1	452
2	21	female	13	left	1	INFERNO	hell	1	457
2	21	female	13	left	1	OSCENO	obscene	1	481
2	21	female	13	left	1	STUPITO	astonished	1	393
2	21	female	13	left	1	INTERESSE	interest	1	607
2	21	female	13	left	1	CAVIGLIA	ankle	1	502
2	21	female	13	left	1	FANTASIA	fantasy	1	528
2	21	female	13	left	1	PESSIMISMO	gloom	1	540
2	21	female	13	left	1	LIBERAZIONE	liberty	1	256
2	21	female	13	left	1	AGO	needle	1	576
2	21	female	13	left	1	FINESTRA	window	1	326
2	21	female	13	left	1	BEBÈ	baby	1	517
2	21	female	13	left	1	TAGLIO	cut	1	500
2	21	female	13	left	1	VEICOLO	vehicle	1	529
2	21	female	13	left	1	REVOLVER	revolver	1	328
2	21	female	13	left	1	STOMACO	stomach	1	445
2	21	female	13	left	1	LAGO	lake	1	488
2	21	female	13	left	1	MENSOLA	mantel	1	583
2	21	female	13	left	1	CITTÀ	city	1	486
2	21	female	13	left	1	ORGASMO	orgasm	1	561
2	21	female	13	left	1	SPAZZATURA	garbage	1	412
2	21	female	13	left	1	VITTORIA	victory	1	385
2	21	female	13	left	1	PINO	pine	1	551
2	21	female	13	left	1	ACCORDO	agreement	1	448
2	21	female	13	left	1	PALLOTTOLA	bullet	1	535
2	21	female	13	left	1	ROTTO	broken	1	471
2	21	female	13	left	1	OBBEDIRE	obey	1	480
2	21	female	13	left	1	RE	king	1	467
2	21	female	13	left	1	IRRITARE	irritate	1	476
2	21	female	13	left	1	IMMORALE	immoral	1	335
2	21	female	13	left	1	DOLLARO	dollar	1	558
2	21	female	13	left	1	FAMA	fame	1	435
2	21	female	13	left	1	PUGNALE	dagger	1	552
2	21	female	13	left	1	VIOLENTO	violent	1	495
2	21	female	13	left	1	VINCITORE	champion	1	272
2	21	female	13	left	1	SCORIE	waste	1	511
2	21	female	13	left	1	STRILLO	shriek	1	421
2	21	female	13	left	1	BUIO	dark	1	525
2	21	female	13	left	1	CASA	home	1	434
2	21	female	13	left	1	CICATRICE	scar	1	476
2	21	female	13	left	1	INVASORE	invader	1	636
2	21	female	13	left	1	CRISI	crisis	1	114
2	21	female	13	left	1	TESSUTO	fabric	1	549
2	21	female	13	left	1	NETTARE	nectar	1	24
2	21	female	13	left	1	INDIFESO	helpless	1	603
2	21	female	13	left	1	CAMION	truck	1	459
2	21	female	13	left	1	RUMOROSO	noisy	1	441
2	21	female	13	left	1	HUMOR	humor	1	542
2	21	female	13	left	1	TRAGEDIA	tragedy	1	475
2	21	female	13	left	1	RAPPORTO_SESSUALE	intercourse	1	649
2	21	female	13	left	1	CORDA	cord	1	483
2	21	female	13	left	1	PIGRO	lazy	1	517
2	21	female	13	left	1	LETTO	bed	1	185
2	21	female	13	left	1	SPENSIERATO	carefree	1	434
2	21	female	13	left	1	SNOB	snob	1	411
2	21	female	13	left	1	FLACCIDO	flabby	1	540
2	21	female	13	left	1	MESTOLO	ladle	1	505
2	21	female	13	left	1	STELLA	star	1	451
2	21	female	13	left	1	DISPETTO	mischief	1	518
2	21	female	13	left	1	GELOSIA	jealousy	1	511
2	21	female	13	left	1	MEDICINA	medicine	1	472
2	21	female	13	left	1	RAPIDO	swift	1	455
2	21	female	13	left	1	BRUTTO	ugly	1	480
2	21	female	13	left	1	TRONCO	trunk	1	511
2	21	female	13	left	1	OFFENDERE	offend	1	479
2	21	female	13	left	1	OPPRESSO	burdened	1	465
2	21	female	13	left	1	ABORTO	abortion	1	300
2	21	female	13	left	1	MANICHINO	dummy	1	529
2	21	female	13	left	1	FERITA	injury	1	574
2	21	female	13	left	1	MARGHERITA	daisy	1	550
2	21	female	13	left	1	BRUCIATURA	burn	1	513
2	21	female	13	left	1	CUCCIOLO	puppy	1	540
2	21	female	13	left	1	TRUFFA	fraud	1	498
2	21	female	13	left	1	INFURIATO	enraged	1	514
2	21	female	13	left	1	AEREO	plane	1	460
2	21	female	13	left	1	RICOMPENSA	reward	1	191
2	21	female	13	left	1	BICICLETTA	bicycle	1	535
2	21	female	13	left	1	OBITORIO	morgue	1	459
2	21	female	13	left	1	SPERANZOSO	hopeful	1	445
2	21	female	13	left	1	CORPO	body	1	497
2	21	female	13	left	1	PUNIZIONE	punishment	1	490
2	21	female	13	left	1	VAGINA	vagina	1	573
2	21	female	13	left	1	SUDICIUME	grime	1	489
2	21	female	13	left	1	FUOCHI_D'ARTIFICIO	fireworks	1	671
2	21	female	13	left	1	SALUTARE	greet	1	264
2	21	female	13	left	1	OSTAGGIO	hostage	1	301
2	21	female	13	left	1	VICOLO	alley	1	543
2	21	female	13	left	1	AMBULANZA	ambulance	1	482
2	21	female	13	left	1	MUCO	mucus	1	627
2	21	female	13	left	1	ARMADIO	closet	1	255
2	21	female	13	left	1	RIGHELLO	ruler	1	490
2	21	female	13	left	1	SALUTO	salute	1	436
2	21	female	13	left	1	PRIGIONE	prison	1	570
2	21	female	13	left	1	IDIOTA	idiot	1	525
2	21	female	13	left	1	GRUMO	lump	1	554
2	21	female	13	left	1	AURORA	dawn	1	434
2	21	female	13	left	1	MOBILE	cabinet	1	570
2	21	female	13	left	1	DENARO	money	1	474
2	21	female	13	left	1	BAMBINO	child	1	507
2	21	female	13	left	1	VANTAGGIO	advantage	1	525
2	21	female	13	left	1	PITONE	python	1	512
2	21	female	13	left	1	CUCINA	cuisine	1	289
2	21	female	13	left	1	FIORIRE	blossom	1	509
2	21	female	13	left	1	INCUBO	nightmare	1	491
2	21	female	13	left	1	METALLO	metal	1	515
2	21	female	13	left	1	MENTE	mind	1	530
2	21	female	13	left	1	SCALA	stairs	1	220
2	21	female	13	left	1	FASCINO	glamour	1	590
2	21	female	13	left	1	COLLO	neck	1	427
2	21	female	13	left	1	FALSO	FALSE	1	23
2	21	female	13	left	1	MALEDUCATO	rude	1	581
2	21	female	13	left	1	IRA	rage	1	519
2	21	female	13	left	1	STAGNANTE	stagnant	1	493
2	21	female	13	left	1	ASSURDO	absurd	1	541
2	21	female	13	left	1	AGONIA	agony	1	275
2	21	female	13	left	1	CORROTTO	corrupt	1	479
2	21	female	13	left	1	PROTETTO	protected	1	474
2	21	female	13	left	1	IDRANTE	hydrant	1	585
2	21	female	13	left	1	TOSSICO	toxic	1	580
2	21	female	13	left	1	RAPINATORE	robber	1	464
2	21	female	13	left	1	FUNERALE	funeral	1	546
2	21	female	13	left	1	INDIFFERENTE	indifferent	1	517
2	21	female	13	left	1	INNOCENTE	innocent	1	315
2	21	female	13	left	1	PETTEGOLEZZO	gossip	1	505
2	21	female	13	left	1	ABBONDANZA	abundance	1	496
2	21	female	13	left	1	ORECCHIO	ear	1	489
2	21	female	13	left	1	RILASSATO	relaxed	1	469
2	21	female	13	left	1	DISPIACIUTO	displeased	1	556
2	21	female	13	left	1	MALARIA	malaria	1	574
2	21	female	13	left	1	COLPA	fault	1	473
2	21	female	13	left	1	GIUSTIZIA	justice	1	536
2	21	female	13	left	1	CIBO	food	1	465
2	21	female	13	left	1	RADIO	radio	1	441
2	21	female	13	left	1	MELMA	slime	1	582
2	21	female	13	left	1	BLU	blue	1	567
2	21	female	13	left	1	LIBRERIA	bookcase	1	551
2	21	female	13	left	1	INQUINARE	pollute	1	582
2	21	female	13	left	1	LESBICA	lesbian	1	542
2	21	female	13	left	1	TALENTO	talent	1	579
2	21	female	13	left	1	MUFFIN	muffin	1	259
2	21	female	13	left	1	DISTANTE	aloof	1	560
2	21	female	13	left	1	FATTORIA	farm	1	536
2	21	female	13	left	1	SCHIACCIATO	crushed	1	274
2	21	female	13	left	1	GRANATA	grenade	1	608
2	21	female	13	left	1	ANGOLO	corner	1	270
2	21	female	13	left	1	CAPRO_ESPIATORIO	scapegoat	1	285
2	21	female	13	left	1	IDEA	idea	1	353
2	21	female	13	left	1	AGNELLO	lamb	1	467
2	21	female	13	left	1	COMMISSIONE	errand	1	454
2	21	female	13	left	1	KETCHUP	ketchup	1	491
2	21	female	13	left	1	VESPA	wasp	1	486
2	21	female	13	left	1	BACO	maggot	1	303
2	21	female	13	left	1	APPRENDERE	learn	1	449
2	21	female	13	left	1	LUSSURIA	lust	1	448
2	21	female	13	left	1	SORRISO	grin	1	408
2	21	female	13	left	1	POSSENTE	mighty	1	515
2	21	female	13	left	1	CESTO	basket	1	201
2	21	female	13	left	1	CARTA	paper	1	452
2	21	female	13	left	1	CALORE	warmth	1	438
2	21	female	13	left	1	DIVANO	sofa	1	490
2	21	female	13	left	1	SCHIAFFO	slap	1	313
2	21	female	13	left	1	INGANNO	deceit	1	160
2	21	female	13	left	1	ROMANTICO	romantic	1	210
2	21	female	13	left	1	CORTESIA	politeness	1	149
2	21	female	13	left	1	BARA	coffin	1	546
2	21	female	13	left	1	RINFRESCO	refreshment	1	458
2	21	female	13	left	1	TORTURA	torture	1	534
2	21	female	13	left	1	DISGUSTATO	disgusted	1	234
2	21	female	13	left	1	MATERIALE	material	1	557
2	21	female	13	left	1	TESO	stiff	1	592
2	21	female	13	left	1	ANIMALE_DOMESTICO	pet	1	552
2	21	female	13	left	1	MENTO	chin	1	360
2	21	female	13	left	1	MODO	manner	1	509
2	21	female	13	left	1	PERFEZIONE	perfection	1	537
2	21	female	13	left	1	CAVALLO	horse	1	483
2	21	female	13	left	1	ERRORE	mistake	1	579
2	21	female	13	left	1	PUTRIDO	putrid	1	539
2	21	female	13	left	1	PUTTANA	hooker	1	4
2	21	female	13	left	1	CAOS	chaos	1	678
2	21	female	13	left	1	ROVENTE	scorching	1	448
2	21	female	13	left	1	STRANO	odd	1	442
2	21	female	13	left	1	OBESITÀ	obesity	1	509
2	21	female	13	left	1	CAMPIONE	champ	1	315
2	21	female	13	left	1	CARINO	cute	1	533
2	21	female	13	left	1	PENTITO	repentant	1	533
2	21	female	13	left	1	ONORE	honor	1	532
2	21	female	13	left	1	VERGOGNATO	shamed	1	520
2	21	female	13	left	1	ASSEDIATO	embattled	1	436
2	21	female	13	left	1	FANALE	headlight	1	541
2	21	female	13	left	1	CUSCINO	pillow	1	470
2	21	female	13	left	1	APPLAUSO	applause	1	469
2	21	female	13	left	1	RASOIO	razor	1	496
2	21	female	13	left	1	ASCENSORE	elevator	1	159
2	21	female	13	left	1	SOSPETTOSO	suspicious	1	509
2	21	female	13	left	1	FERITE	wounds	1	658
2	21	female	13	left	1	DEPRESSIONE	depression	1	313
2	21	female	13	left	1	FULMINE	lightning	1	749
2	21	female	13	left	1	MISERIA	misery	1	500
2	21	female	13	left	1	STRADA	street	1	441
2	21	female	13	left	1	FIRMAMENTO	sky	1	490
2	21	female	13	left	1	DISINCANTATO	blase	1	514
2	21	female	13	left	1	BENEDIRE	bless	1	516
2	21	female	13	left	1	BENDA	bandage	1	516
2	21	female	13	left	1	SUGHERO	cork	1	445
2	21	female	13	left	1	GIOIA	joy	1	578
2	21	female	13	left	1	INSULTO	insult	1	481
2	21	female	13	left	1	MUFFA	fungus	1	588
2	21	female	13	left	1	PUGILE	boxer	1	490
2	21	female	13	left	1	TENDA	curtains	1	484
2	21	female	13	left	1	MITE	meek	1	528
2	21	female	13	left	1	TUFFATORE	diver	1	593
2	21	female	13	left	1	VERITÀ	truth	1	545
2	21	female	13	left	1	STUPEFATTO	startled	1	505
2	21	female	13	left	1	BEATITUDINE	bliss	1	472
2	21	female	13	left	1	MAGLIA	sweater	1	549
2	21	female	13	left	1	TRAMPOLINO	skijump	1	513
2	21	female	13	left	1	MAL_DI_DENTI	toothache	1	547
2	21	female	13	left	1	ALLERGIA	allergy	1	463
2	21	female	13	left	1	SEDILE	seat	1	436
2	21	female	13	left	1	SPRAY	spray	1	500
2	21	female	13	left	1	RIBELLE	defiant	1	464
2	21	female	13	left	1	IMPOTENTE	impotent	1	462
2	21	female	13	left	1	FISCHIO	whistle	1	545
2	21	female	13	left	1	IMPRESSIONATO	impressed	1	505
2	21	female	13	left	1	INFERIORE	inferior	1	503
2	21	female	13	left	1	SONTUOSO	lavish	1	465
2	21	female	13	left	1	BRUTALE	brutal	1	476
2	21	female	13	left	1	ZANZARA	mosquito	1	540
2	21	female	13	left	1	NEVE	snow	1	593
2	21	female	13	left	1	FRUSTRATO	frustrated	1	535
2	21	female	13	left	1	TAXI	taxi	1	528
2	21	female	13	left	1	TOPO	mouse	1	477
2	21	female	13	left	1	COMFORT	comfort	1	505
2	21	female	13	left	1	TEORIA	theory	1	451
2	21	female	13	left	1	DISTRUGGERE	destroy	1	531
2	21	female	13	left	1	SCANDALO	scandal	1	443
2	21	female	13	left	1	CONSOLATO	consoled	1	434
2	21	female	13	left	1	PERDENTE	loser	1	500
